Date,N10D,GPRD,GPRD_ACT,GPRD_THREAT
23/1/2014,974,61.21788406,54.24840164,67.87277985
24/1/2014,903,106.3836823,73.14222717,122.0156784
27/1/2014,691,105.4652557,143.3735809,71.75263214
28/1/2014,769,64.61444855,42.94371033,78.80245209
29/1/2014,843,66.80148315,47.00884247,78.42003632
30/1/2014,1018,45.55594254,32.43979645,59.52758408
31/1/2014,875,75.71583557,37.74138641,94.44012451
3/2/2014,677,156.5763092,87.8030777,187.1597748
4/2/2014,766,51.89400864,86.22379303,28.76766396
5/2/2014,834,91.35379028,87.11290741,85.87181854
6/2/2014,985,43.71916962,26.82129097,61.52191162
7/2/2014,874,60.64196777,52.89839554,63.03212738
10/2/2014,718,55.36325073,73.59044647,30.6908493
11/2/2014,810,77.70220184,81.54003143,68.01244354
12/2/2014,832,59.72177124,31.75357056,72.83544159
13/2/2014,973,68.08977509,61.09217072,62.28066254
14/2/2014,913,61.6797905,50.63877106,66.37358093
18/2/2014,766,95.13902283,86.22379303,93.49490356
19/2/2014,818,85.04147339,56.51980209,94.28619385
20/2/2014,972,115.8717117,81.54003143,153.0279846
21/2/2014,881,116.5602646,74.96870422,156.3282471
24/2/2014,764,69.37314606,77.8045578,50.47520065
25/2/2014,807,61.57188797,90.02747345,40.95916367
26/2/2014,832,71.66613007,39.6919632,86.07824707
27/2/2014,1005,65.9217453,72.29071808,54.81599426
28/2/2014,888,70.87701416,59.50218582,86.85372162
3/3/2014,736,180.0308533,188.4505463,232.0370178
4/3/2014,824,213.0656281,112.2164993,267.4275513
5/3/2014,821,213.8442078,64.35803223,322.0857239
6/3/2014,973,142.9885406,61.09217072,186.84198
7/3/2014,902,165.2611389,131.8019562,189.3339691
10/3/2014,698,118.6449661,56.77428818,149.9586639
11/3/2014,748,115.1427231,97.12857056,132.5697021
12/3/2014,853,124.2698288,100.6584473,142.08461
13/3/2014,1014,84.93763733,58.62197495,92.36008453
14/3/2014,925,103.8534698,78.54288483,142.9364166
17/3/2014,784,135.2068481,101.0930023,175.6698914
18/3/2014,751,194.078537,35.17838669,300.7580872
19/3/2014,844,153.0688782,93.90628815,189.2905426
20/3/2014,1082,97.96873474,54.9377861,117.104599
21/3/2014,901,117.6494675,80.63504028,134.5151672
24/3/2014,732,122.1848755,117.297348,135.4674072
25/3/2014,754,140.5864258,52.55763626,197.2721558
26/3/2014,855,108.4817505,108.1478348,122.4223938
27/3/2014,1026,87.1728363,45.06159592,112.7574692
28/3/2014,886,112.1636963,82.00019073,136.792511
31/3/2014,772,85.81781769,34.22146225,114.1763229
1/4/2014,767,120.928154,86.11138153,129.2857056
2/4/2014,909,94.748909,58.12754822,109.0892563
