DATE,DFF,DFII10,DGS1MO,DGS2,DGS10
2012-02-29,0.1,-0.28,0.08,0.3,1.98
2012-03-01,0.11,-0.23,0.07,0.3,2.03
2012-03-02,0.11,-0.24,0.06,0.28,1.99
2012-03-03,0.11,,,,
2012-03-04,0.11,,,,
2012-03-05,0.11,-0.2,0.07,0.31,2.0
2012-03-06,0.11,-0.21,0.06,0.3,1.96
2012-03-07,0.11,-0.22,0.06,0.3,1.98
2012-03-08,0.11,-0.21,0.07,0.32,2.03
2012-03-09,0.12,-0.24,0.06,0.33,2.04
2012-03-10,0.12,,,,
2012-03-11,0.12,,,,
2012-03-12,0.12,-0.24,0.05,0.33,2.04
2012-03-13,0.12,-0.2,0.06,0.35,2.14
2012-03-14,0.13,-0.07,0.08,0.4,2.29
2012-03-15,0.14,-0.08,0.08,0.37,2.29
2012-03-16,0.15,-0.09,0.07,0.37,2.31
2012-03-17,0.15,,,,
2012-03-18,0.15,,,,
2012-03-19,0.15,-0.03,0.07,0.39,2.39
2012-03-20,0.15,-0.04,0.08,0.41,2.38
2012-03-21,0.15,-0.08,0.09,0.39,2.31
2012-03-22,0.14,-0.08,0.06,0.37,2.29
2012-03-23,0.14,-0.11,0.06,0.37,2.25
2012-03-24,0.14,,,,
2012-03-25,0.14,,,,
2012-03-26,0.14,-0.08,0.06,0.36,2.26
2012-03-27,0.14,-0.13,0.07,0.33,2.2
2012-03-28,0.13,-0.11,0.05,0.34,2.21
2012-03-29,0.13,-0.13,0.02,0.33,2.18
2012-03-30,0.09,-0.09,0.05,0.33,2.23
2012-03-31,0.09,,,,
2012-04-01,0.09,,,,
2012-04-02,0.15,-0.14,0.05,0.33,2.22
2012-04-03,0.15,-0.06,0.07,0.36,2.3
2012-04-04,0.15,-0.05,0.08,0.35,2.25
2012-04-05,0.15,-0.08,0.07,0.35,2.19
2012-04-06,0.12,-0.16,0.06,0.32,2.07
2012-04-07,0.12,,,,
2012-04-08,0.12,,,,
2012-04-09,0.16,-0.17,0.07,0.32,2.06
2012-04-10,0.15,-0.24,0.08,0.28,2.01
2012-04-11,0.16,-0.25,0.08,0.3,2.05
2012-04-12,0.15,-0.22,0.08,0.29,2.08
2012-04-13,0.15,-0.25,0.07,0.27,2.02
2012-04-14,0.15,,,,
2012-04-15,0.15,,,,
2012-04-16,0.15,-0.26,0.07,0.27,2.0
2012-04-17,0.16,-0.26,0.07,0.27,2.03
2012-04-18,0.15,-0.26,0.05,0.27,2.0
2012-04-19,0.13,-0.21,0.04,0.27,1.98
2012-04-20,0.12,-0.24,0.04,0.29,1.99
2012-04-21,0.12,,,,
2012-04-22,0.12,,,,
2012-04-23,0.13,-0.26,0.04,0.27,1.96
2012-04-24,0.14,-0.25,0.07,0.27,2.0
2012-04-25,0.15,-0.24,0.08,0.26,2.01
2012-04-26,0.14,-0.29,0.09,0.26,1.98
2012-04-27,0.13,-0.3,0.07,0.26,1.96
2012-04-28,0.13,,,,
2012-04-29,0.13,,,,
2012-04-30,0.16,-0.3,0.07,0.27,1.95
2012-05-01,0.16,-0.28,0.07,0.27,1.98
2012-05-02,0.15,-0.28,0.06,0.27,1.96
2012-05-03,0.15,-0.27,0.05,0.28,1.96
2012-05-04,0.16,-0.3,0.05,0.27,1.91
2012-05-05,0.16,,,,
2012-05-06,0.16,,,,
2012-05-07,0.16,-0.27,0.06,0.27,1.92
2012-05-08,0.16,-0.28,0.08,0.27,1.88
2012-05-09,0.15,-0.27,0.07,0.27,1.87
2012-05-10,0.15,-0.25,0.08,0.27,1.89
2012-05-11,0.15,-0.28,0.07,0.27,1.84
2012-05-12,0.15,,,,
2012-05-13,0.15,,,,
2012-05-14,0.16,-0.33,0.07,0.29,1.78
2012-05-15,0.16,-0.36,0.08,0.29,1.76
2012-05-16,0.16,-0.33,0.08,0.3,1.76
2012-05-17,0.16,-0.35,0.08,0.32,1.7
2012-05-18,0.16,-0.39,0.06,0.32,1.71
2012-05-19,0.16,,,,
2012-05-20,0.16,,,,
2012-05-21,0.16,-0.41,0.06,0.3,1.75
2012-05-22,0.16,-0.38,0.07,0.3,1.79
2012-05-23,0.15,-0.41,0.07,0.28,1.73
2012-05-24,0.15,-0.37,0.08,0.29,1.77
2012-05-25,0.15,-0.38,0.07,0.3,1.75
2012-05-26,0.15,,,,
2012-05-27,0.15,,,,
2012-05-28,0.15,,,,
2012-05-29,0.16,-0.37,0.06,0.3,1.74
2012-05-30,0.16,-0.45,0.05,0.27,1.63
2012-05-31,0.16,-0.5,0.03,0.27,1.59
2012-06-01,0.16,-0.59,0.03,0.25,1.47
2012-06-02,0.16,,,,
2012-06-03,0.16,,,,
2012-06-04,0.17,-0.56,0.04,0.25,1.53
2012-06-05,0.17,-0.56,0.05,0.25,1.57
2012-06-06,0.16,-0.5,0.05,0.26,1.66
2012-06-07,0.16,-0.49,0.04,0.27,1.66
2012-06-08,0.17,-0.5,0.04,0.28,1.65
2012-06-09,0.17,,,,
2012-06-10,0.17,,,,
2012-06-11,0.17,-0.53,0.05,0.27,1.6
2012-06-12,0.16,-0.48,0.06,0.3,1.67
2012-06-13,0.17,-0.51,0.07,0.3,1.61
2012-06-14,0.17,-0.47,0.08,0.3,1.64
2012-06-15,0.18,-0.54,0.05,0.29,1.6
2012-06-16,0.18,,,,
2012-06-17,0.18,,,,
2012-06-18,0.17,-0.54,0.06,0.29,1.59
2012-06-19,0.17,-0.53,0.06,0.3,1.64
2012-06-20,0.16,-0.51,0.06,0.32,1.65
2012-06-21,0.17,-0.47,0.05,0.32,1.63
2012-06-22,0.17,-0.42,0.05,0.31,1.69
2012-06-23,0.17,,,,
2012-06-24,0.17,,,,
2012-06-25,0.17,-0.47,0.06,0.31,1.63
2012-06-26,0.16,-0.45,0.07,0.31,1.66
2012-06-27,0.15,-0.45,0.06,0.31,1.65
2012-06-28,0.15,-0.48,0.02,0.31,1.6
2012-06-29,0.09,-0.46,0.04,0.33,1.67
2012-06-30,0.09,,,,
2012-07-01,0.09,,,,
2012-07-02,0.18,-0.5,0.06,0.3,1.61
2012-07-03,0.17,-0.48,0.08,0.3,1.65
2012-07-04,0.17,,,,
2012-07-05,0.17,-0.51,0.07,0.28,1.62
2012-07-06,0.17,-0.53,0.06,0.27,1.57
2012-07-07,0.17,,,,
2012-07-08,0.17,,,,
2012-07-09,0.17,-0.57,0.06,0.27,1.53
2012-07-10,0.17,-0.59,0.07,0.27,1.53
2012-07-11,0.17,-0.57,0.07,0.27,1.54
2012-07-12,0.18,-0.58,0.08,0.25,1.5
2012-07-13,0.19,-0.59,0.08,0.25,1.52
2012-07-14,0.19,,,,
2012-07-15,0.19,,,,
2012-07-16,0.18,-0.61,0.04,0.24,1.5
2012-07-17,0.17,-0.59,0.08,0.25,1.53
2012-07-18,0.16,-0.6,0.07,0.22,1.52
2012-07-19,0.13,-0.62,0.06,0.22,1.54
2012-07-20,0.13,-0.67,0.07,0.22,1.49
2012-07-21,0.13,,,,
2012-07-22,0.13,,,,
2012-07-23,0.14,-0.68,0.07,0.22,1.47
2012-07-24,0.15,-0.68,0.08,0.22,1.44
2012-07-25,0.15,-0.67,0.08,0.22,1.43
2012-07-26,0.14,-0.66,0.08,0.23,1.45
2012-07-27,0.14,-0.61,0.07,0.25,1.58
2012-07-28,0.14,,,,
2012-07-29,0.14,,,,
2012-07-30,0.14,-0.64,0.06,0.23,1.53
2012-07-31,0.13,-0.69,0.07,0.23,1.51
2012-08-01,0.14,-0.67,0.07,0.24,1.56
2012-08-02,0.14,-0.69,0.04,0.24,1.51
2012-08-03,0.14,-0.66,0.03,0.24,1.6
2012-08-04,0.14,,,,
2012-08-05,0.14,,,,
2012-08-06,0.14,-0.68,0.05,0.24,1.59
2012-08-07,0.13,-0.65,0.09,0.27,1.66
2012-08-08,0.13,-0.61,0.09,0.29,1.68
2012-08-09,0.13,-0.58,0.1,0.29,1.69
2012-08-10,0.13,-0.6,0.1,0.27,1.65
2012-08-11,0.13,,,,
2012-08-12,0.13,,,,
2012-08-13,0.13,-0.58,0.1,0.27,1.65
2012-08-14,0.13,-0.53,0.11,0.27,1.73
2012-08-15,0.13,-0.45,0.11,0.27,1.8
2012-08-16,0.13,-0.42,0.1,0.29,1.83
2012-08-17,0.13,-0.43,0.09,0.29,1.81
2012-08-18,0.13,,,,
2012-08-19,0.13,,,,
2012-08-20,0.13,-0.43,0.09,0.29,1.82
2012-08-21,0.13,-0.45,0.1,0.31,1.8
2012-08-22,0.13,-0.55,0.1,0.26,1.71
2012-08-23,0.13,-0.62,0.1,0.26,1.68
2012-08-24,0.13,-0.6,0.1,0.28,1.68
2012-08-25,0.13,,,,
2012-08-26,0.13,,,,
2012-08-27,0.13,-0.64,0.1,0.28,1.65
2012-08-28,0.13,-0.68,0.12,0.27,1.64
2012-08-29,0.13,-0.64,0.12,0.27,1.66
2012-08-30,0.14,-0.63,0.12,0.27,1.63
2012-08-31,0.13,-0.68,0.09,0.22,1.57
2012-09-01,0.13,,,,
2012-09-02,0.13,,,,
2012-09-03,0.13,,,,
2012-09-04,0.14,-0.68,0.1,0.23,1.59
2012-09-05,0.16,-0.69,0.11,0.25,1.6
2012-09-06,0.16,-0.63,0.1,0.27,1.68
2012-09-07,0.15,-0.68,0.09,0.25,1.67
2012-09-08,0.15,,,,
2012-09-09,0.15,,,,
2012-09-10,0.15,-0.68,0.09,0.25,1.68
2012-09-11,0.15,-0.68,0.09,0.25,1.7
2012-09-12,0.15,-0.61,0.09,0.25,1.77
2012-09-13,0.15,-0.72,0.1,0.24,1.75
2012-09-14,0.16,-0.76,0.08,0.27,1.88
2012-09-15,0.16,,,,
2012-09-16,0.16,,,,
2012-09-17,0.16,-0.74,0.06,0.25,1.85
2012-09-18,0.16,-0.73,0.08,0.25,1.82
2012-09-19,0.15,-0.75,0.08,0.27,1.79
2012-09-20,0.16,-0.7,0.06,0.27,1.8
2012-09-21,0.15,-0.71,0.05,0.27,1.77
2012-09-22,0.15,,,,
2012-09-23,0.15,,,,
2012-09-24,0.16,-0.73,0.03,0.27,1.74
2012-09-25,0.15,-0.74,0.06,0.27,1.7
2012-09-26,0.15,-0.77,0.05,0.26,1.64
2012-09-27,0.14,-0.78,0.05,0.25,1.66
2012-09-28,0.09,-0.77,0.06,0.23,1.65
2012-09-29,0.09,,,,
2012-09-30,0.09,,,,
2012-10-01,0.15,-0.78,0.05,0.25,1.64
2012-10-02,0.16,-0.83,0.09,0.23,1.64
2012-10-03,0.16,-0.83,0.09,0.23,1.64
2012-10-04,0.15,-0.86,0.1,0.23,1.7
2012-10-05,0.15,-0.82,0.1,0.27,1.75
2012-10-06,0.15,,,,
2012-10-07,0.15,,,,
2012-10-08,0.15,,,,
2012-10-09,0.16,-0.81,0.11,0.25,1.74
2012-10-10,0.16,-0.8,0.12,0.27,1.72
2012-10-11,0.16,-0.77,0.12,0.28,1.7
2012-10-12,0.16,-0.78,0.12,0.27,1.69
2012-10-13,0.16,,,,
2012-10-14,0.16,,,,
2012-10-15,0.16,-0.78,0.1,0.27,1.7
2012-10-16,0.16,-0.71,0.13,0.27,1.75
2012-10-17,0.15,-0.65,0.13,0.3,1.83
2012-10-18,0.15,-0.66,0.12,0.29,1.86
2012-10-19,0.16,-0.71,0.11,0.3,1.79
2012-10-20,0.16,,,,
2012-10-21,0.16,,,,
2012-10-22,0.15,-0.7,0.1,0.32,1.83
2012-10-23,0.15,-0.71,0.11,0.29,1.79
2012-10-24,0.17,-0.69,0.13,0.29,1.8
2012-10-25,0.16,-0.63,0.13,0.31,1.86
2012-10-26,0.16,-0.69,0.12,0.3,1.78
2012-10-27,0.16,,,,
2012-10-28,0.16,,,,
2012-10-29,0.17,-0.73,0.13,0.3,1.74
2012-10-30,0.17,,,,
2012-10-31,0.18,-0.78,0.09,0.3,1.72
2012-11-01,0.17,-0.77,0.06,0.3,1.75
2012-11-02,0.16,-0.73,0.08,0.28,1.75
2012-11-03,0.16,,,,
2012-11-04,0.16,,,,
2012-11-05,0.17,-0.75,0.09,0.28,1.72
2012-11-06,0.16,-0.72,0.12,0.3,1.78
2012-11-07,0.16,-0.8,0.12,0.27,1.68
2012-11-08,0.16,-0.85,0.13,0.27,1.62
2012-11-09,0.16,-0.83,0.13,0.27,1.61
2012-11-10,0.16,,,,
2012-11-11,0.16,,,,
2012-11-12,0.16,,,,
2012-11-13,0.16,-0.84,0.12,0.27,1.59
2012-11-14,0.16,-0.81,0.15,0.25,1.59
2012-11-15,0.16,-0.8,0.13,0.24,1.58
2012-11-16,0.16,-0.81,0.07,0.24,1.58
2012-11-17,0.16,,,,
2012-11-18,0.16,,,,
2012-11-19,0.16,-0.78,0.06,0.25,1.61
2012-11-20,0.16,-0.74,0.15,0.27,1.66
2012-11-21,0.16,-0.71,0.17,0.27,1.69
2012-11-22,0.16,,,,
2012-11-23,0.16,-0.72,0.16,0.29,1.7
2012-11-24,0.16,,,,
2012-11-25,0.16,,,,
2012-11-26,0.16,-0.73,0.14,0.27,1.66
2012-11-27,0.16,-0.74,0.17,0.27,1.64
2012-11-28,0.16,-0.75,0.17,0.27,1.63
2012-11-29,0.16,-0.78,0.16,0.25,1.62
2012-11-30,0.16,-0.79,0.11,0.25,1.62
2012-12-01,0.16,,,,
2012-12-02,0.16,,,,
2012-12-03,0.16,-0.81,0.13,0.25,1.63
2012-12-04,0.17,-0.83,0.07,0.25,1.62
2012-12-05,0.16,-0.85,0.07,0.25,1.6
2012-12-06,0.16,-0.87,0.07,0.25,1.59
2012-12-07,0.16,-0.86,0.06,0.25,1.64
2012-12-08,0.16,,,,
2012-12-09,0.16,,,,
2012-12-10,0.16,-0.87,0.05,0.24,1.63
2012-12-11,0.17,-0.84,0.04,0.24,1.66
2012-12-12,0.17,-0.79,0.04,0.25,1.72
2012-12-13,0.16,-0.73,0.02,0.27,1.74
2012-12-14,0.17,-0.74,0.01,0.24,1.72
2012-12-15,0.17,,,,
2012-12-16,0.17,,,,
2012-12-17,0.16,-0.7,0.01,0.25,1.78
2012-12-18,0.17,-0.67,0.04,0.28,1.84
2012-12-19,0.17,-0.66,0.03,0.28,1.82
2012-12-20,0.17,-0.69,0.02,0.28,1.81
2012-12-21,0.17,-0.71,0.02,0.26,1.77
2012-12-22,0.17,,,,
2012-12-23,0.17,,,,
2012-12-24,0.18,-0.69,0.03,0.26,1.79
2012-12-25,0.18,,,,
2012-12-26,0.17,-0.71,0.05,0.26,1.77
2012-12-27,0.17,-0.73,0.01,0.26,1.74
2012-12-28,0.17,-0.73,0.0,0.27,1.73
2012-12-29,0.17,,,,
2012-12-30,0.17,,,,
2012-12-31,0.09,-0.67,0.02,0.25,1.78
2013-01-01,0.09,,,,
2013-01-02,0.17,-0.62,0.07,0.27,1.86
2013-01-03,0.17,-0.54,0.06,0.27,1.92
2013-01-04,0.16,-0.55,0.06,0.27,1.93
2013-01-05,0.16,,,,
2013-01-06,0.16,,,,
2013-01-07,0.16,-0.6,0.05,0.27,1.92
2013-01-08,0.15,-0.6,0.06,0.25,1.89
2013-01-09,0.14,-0.64,0.04,0.24,1.88
2013-01-10,0.14,-0.62,0.05,0.26,1.91
2013-01-11,0.14,-0.63,0.04,0.26,1.89
2013-01-12,0.14,,,,
2013-01-13,0.14,,,,
2013-01-14,0.14,-0.66,0.05,0.26,1.89
2013-01-15,0.15,-0.66,0.09,0.26,1.86
2013-01-16,0.14,-0.65,0.07,0.26,1.84
2013-01-17,0.14,-0.64,0.05,0.28,1.89
2013-01-18,0.14,-0.66,0.04,0.26,1.87
2013-01-19,0.14,,,,
2013-01-20,0.14,,,,
2013-01-21,0.14,,,,
2013-01-22,0.14,-0.68,0.04,0.26,1.86
2013-01-23,0.13,-0.66,0.06,0.26,1.86
2013-01-24,0.15,-0.62,0.06,0.23,1.88
2013-01-25,0.14,-0.56,0.06,0.28,1.98
2013-01-26,0.14,,,,
2013-01-27,0.14,,,,
2013-01-28,0.14,-0.55,0.03,0.29,2.0
2013-01-29,0.12,-0.53,0.03,0.3,2.03
2013-01-30,0.12,-0.54,0.04,0.27,2.03
2013-01-31,0.15,-0.57,0.04,0.27,2.02
2013-02-01,0.14,-0.55,0.02,0.27,2.04
2013-02-02,0.14,,,,
2013-02-03,0.14,,,,
2013-02-04,0.13,-0.59,0.03,0.25,2.0
2013-02-05,0.13,-0.55,0.06,0.27,2.04
2013-02-06,0.13,-0.58,0.06,0.27,2.0
2013-02-07,0.13,-0.58,0.03,0.25,1.99
2013-02-08,0.14,-0.57,0.03,0.25,1.99
2013-02-09,0.14,,,,
2013-02-10,0.14,,,,
2013-02-11,0.14,-0.58,0.05,0.27,1.99
2013-02-12,0.13,-0.57,0.08,0.29,2.02
2013-02-13,0.14,-0.54,0.09,0.29,2.05
2013-02-14,0.14,-0.56,0.1,0.27,2.0
2013-02-15,0.16,-0.53,0.09,0.29,2.01
2013-02-16,0.16,,,,
2013-02-17,0.16,,,,
2013-02-18,0.16,,,,
2013-02-19,0.15,-0.52,0.09,0.29,2.03
2013-02-20,0.15,-0.52,0.12,0.27,2.02
2013-02-21,0.16,-0.54,0.12,0.26,1.99
2013-02-22,0.16,-0.57,0.11,0.27,1.97
2013-02-23,0.16,,,,
2013-02-24,0.16,,,,
2013-02-25,0.15,-0.62,0.09,0.25,1.88
2013-02-26,0.14,-0.62,0.11,0.25,1.88
2013-02-27,0.14,-0.61,0.11,0.27,1.91
2013-02-28,0.14,-0.64,0.07,0.25,1.89
2013-03-01,0.14,-0.67,0.07,0.25,1.86
2013-03-02,0.14,,,,
2013-03-03,0.14,,,,
2013-03-04,0.16,-0.65,0.07,0.24,1.88
2013-03-05,0.15,-0.65,0.09,0.25,1.9
2013-03-06,0.15,-0.61,0.09,0.25,1.95
2013-03-07,0.16,-0.56,0.1,0.25,2.0
2013-03-08,0.15,-0.5,0.09,0.27,2.06
2013-03-09,0.15,,,,
2013-03-10,0.15,,,,
2013-03-11,0.16,-0.5,0.09,0.27,2.07
2013-03-12,0.15,-0.52,0.1,0.27,2.03
2013-03-13,0.14,-0.52,0.09,0.27,2.04
2013-03-14,0.15,-0.53,0.08,0.27,2.04
2013-03-15,0.16,-0.55,0.07,0.25,2.01
2013-03-16,0.16,,,,
2013-03-17,0.16,,,,
2013-03-18,0.16,-0.6,0.07,0.26,1.96
2013-03-19,0.15,-0.61,0.08,0.24,1.92
2013-03-20,0.15,-0.57,0.08,0.26,1.96
2013-03-21,0.16,-0.57,0.08,0.27,1.95
2013-03-22,0.15,-0.6,0.07,0.26,1.93
2013-03-23,0.15,,,,
2013-03-24,0.15,,,,
2013-03-25,0.15,-0.6,0.06,0.24,1.93
2013-03-26,0.14,-0.61,0.08,0.25,1.92
2013-03-27,0.12,-0.64,0.06,0.25,1.87
2013-03-28,0.13,-0.64,0.04,0.25,1.87
2013-03-29,0.09,,,,
2013-03-30,0.09,,,,
2013-03-31,0.09,,,,
2013-04-01,0.16,-0.65,0.06,0.23,1.86
2013-04-02,0.15,-0.63,0.06,0.25,1.88
2013-04-03,0.14,-0.65,0.06,0.24,1.83
2013-04-04,0.14,-0.7,0.07,0.22,1.78
2013-04-05,0.15,-0.74,0.05,0.24,1.72
2013-04-06,0.15,,,,
2013-04-07,0.15,,,,
2013-04-08,0.15,-0.69,0.05,0.24,1.76
2013-04-09,0.15,-0.67,0.06,0.24,1.78
2013-04-10,0.15,-0.6,0.07,0.24,1.84
2013-04-11,0.15,-0.65,0.06,0.24,1.82
2013-04-12,0.15,-0.68,0.05,0.22,1.75
2013-04-13,0.15,,,,
2013-04-14,0.15,,,,
2013-04-15,0.15,-0.69,0.04,0.22,1.72
2013-04-16,0.15,-0.65,0.06,0.24,1.75
2013-04-17,0.15,-0.64,0.05,0.24,1.73
2013-04-18,0.15,-0.55,0.03,0.24,1.72
2013-04-19,0.15,-0.59,0.04,0.24,1.73
2013-04-20,0.15,,,,
2013-04-21,0.15,,,,
2013-04-22,0.15,-0.63,0.04,0.24,1.72
2013-04-23,0.14,-0.64,0.04,0.23,1.74
2013-04-24,0.13,-0.65,0.05,0.23,1.73
2013-04-25,0.13,-0.66,0.04,0.23,1.74
2013-04-26,0.13,-0.68,0.04,0.22,1.7
2013-04-27,0.13,,,,
2013-04-28,0.13,,,,
2013-04-29,0.13,-0.67,0.03,0.2,1.7
2013-04-30,0.14,-0.64,0.03,0.22,1.7
2013-05-01,0.14,-0.64,0.03,0.2,1.66
2013-05-02,0.15,-0.62,0.02,0.2,1.66
2013-05-03,0.14,-0.53,0.02,0.22,1.78
2013-05-04,0.14,,,,
2013-05-05,0.14,,,,
2013-05-06,0.14,-0.51,0.01,0.22,1.8
2013-05-07,0.12,-0.5,0.01,0.22,1.82
2013-05-08,0.12,-0.48,0.01,0.22,1.81
2013-05-09,0.12,-0.5,0.02,0.22,1.81
2013-05-10,0.12,-0.45,0.02,0.26,1.9
2013-05-11,0.12,,,,
2013-05-12,0.12,,,,
2013-05-13,0.12,-0.41,0.02,0.24,1.92
2013-05-14,0.11,-0.37,0.01,0.26,1.96
2013-05-15,0.12,-0.36,0.01,0.26,1.94
2013-05-16,0.11,-0.4,0.0,0.23,1.87
2013-05-17,0.1,-0.31,0.01,0.26,1.95
2013-05-18,0.1,,,,
2013-05-19,0.1,,,,
2013-05-20,0.1,-0.31,0.01,0.26,1.97
2013-05-21,0.09,-0.34,0.04,0.26,1.94
2013-05-22,0.08,-0.24,0.04,0.26,2.03
2013-05-23,0.08,-0.24,0.03,0.26,2.02
2013-05-24,0.09,-0.26,0.03,0.26,2.01
2013-05-25,0.09,,,,
2013-05-26,0.09,,,,
2013-05-27,0.09,,,,
2013-05-28,0.09,-0.14,0.02,0.29,2.15
2013-05-29,0.08,-0.1,0.04,0.3,2.13
2013-05-30,0.08,-0.05,0.02,0.31,2.13
2013-05-31,0.09,-0.05,0.03,0.3,2.16
2013-06-01,0.09,,,,
2013-06-02,0.09,,,,
2013-06-03,0.1,-0.07,0.03,0.3,2.13
2013-06-04,0.11,-0.05,0.05,0.32,2.14
2013-06-05,0.09,-0.06,0.04,0.3,2.1
2013-06-06,0.1,-0.05,0.04,0.3,2.08
2013-06-07,0.09,0.03,0.04,0.32,2.17
2013-06-08,0.09,,,,
2013-06-09,0.09,,,,
2013-06-10,0.09,0.11,0.04,0.32,2.22
2013-06-11,0.09,0.13,0.05,0.34,2.2
2013-06-12,0.08,0.21,0.04,0.34,2.25
2013-06-13,0.09,0.15,0.04,0.32,2.19
2013-06-14,0.1,0.09,0.04,0.29,2.14
2013-06-15,0.1,,,,
2013-06-16,0.1,,,,
2013-06-17,0.11,0.15,0.05,0.27,2.19
2013-06-18,0.12,0.14,0.04,0.27,2.2
2013-06-19,0.1,0.29,0.04,0.31,2.33
2013-06-20,0.1,0.46,0.03,0.33,2.41
2013-06-21,0.1,0.59,0.02,0.38,2.52
2013-06-22,0.1,,,,
2013-06-23,0.1,,,,
2013-06-24,0.1,0.64,0.01,0.42,2.57
2013-06-25,0.09,0.64,0.03,0.43,2.6
2013-06-26,0.09,0.6,0.02,0.39,2.55
2013-06-27,0.09,0.5,0.02,0.36,2.49
2013-06-28,0.07,0.53,0.02,0.36,2.52
2013-06-29,0.07,,,,
2013-06-30,0.07,,,,
2013-07-01,0.1,0.48,0.01,0.34,2.5
2013-07-02,0.1,0.44,0.02,0.34,2.48
2013-07-03,0.1,0.48,0.03,0.36,2.52
2013-07-04,0.1,,,,
2013-07-05,0.1,0.66,0.03,0.4,2.73
2013-07-06,0.1,,,,
2013-07-07,0.1,,,,
2013-07-08,0.1,0.58,0.02,0.37,2.65
2013-07-09,0.1,0.59,0.04,0.37,2.65
2013-07-10,0.09,0.64,0.03,0.38,2.7
2013-07-11,0.09,0.56,0.02,0.34,2.6
2013-07-12,0.09,0.55,0.02,0.37,2.61
2013-07-13,0.09,,,,
2013-07-14,0.09,,,,
2013-07-15,0.09,0.47,0.02,0.34,2.57
2013-07-16,0.09,0.41,0.02,0.34,2.55
2013-07-17,0.09,0.38,0.02,0.32,2.52
2013-07-18,0.09,0.38,0.01,0.32,2.56
2013-07-19,0.09,0.29,0.01,0.32,2.5
2013-07-20,0.09,,,,
2013-07-21,0.09,,,,
2013-07-22,0.09,0.28,0.01,0.32,2.5
2013-07-23,0.09,0.33,0.02,0.33,2.53
2013-07-24,0.09,0.44,0.02,0.34,2.61
2013-07-25,0.09,0.44,0.02,0.32,2.61
2013-07-26,0.09,0.43,0.02,0.31,2.58
2013-07-27,0.09,,,,
2013-07-28,0.09,,,,
2013-07-29,0.08,0.45,0.01,0.33,2.61
2013-07-30,0.09,0.46,0.03,0.33,2.63
2013-07-31,0.09,0.38,0.03,0.31,2.6
2013-08-01,0.08,0.48,0.02,0.35,2.74
2013-08-02,0.09,0.42,0.02,0.3,2.63
2013-08-03,0.09,,,,
2013-08-04,0.09,,,,
2013-08-05,0.08,0.42,0.03,0.32,2.67
2013-08-06,0.09,0.39,0.05,0.32,2.67
2013-08-07,0.09,0.35,0.05,0.32,2.61
2013-08-08,0.09,0.34,0.05,0.3,2.58
2013-08-09,0.08,0.33,0.05,0.32,2.57
2013-08-10,0.08,,,,
2013-08-11,0.08,,,,
2013-08-12,0.08,0.37,0.05,0.32,2.61
2013-08-13,0.08,0.48,0.06,0.34,2.71
2013-08-14,0.09,0.5,0.06,0.34,2.71
2013-08-15,0.08,0.6,0.05,0.36,2.77
2013-08-16,0.09,0.68,0.05,0.36,2.84
2013-08-17,0.09,,,,
2013-08-18,0.09,,,,
2013-08-19,0.09,0.75,0.03,0.36,2.88
2013-08-20,0.09,0.67,0.03,0.36,2.82
2013-08-21,0.08,0.73,0.02,0.38,2.87
2013-08-22,0.09,0.79,0.01,0.42,2.9
2013-08-23,0.08,0.69,0.02,0.4,2.82
2013-08-24,0.08,,,,
2013-08-25,0.08,,,,
2013-08-26,0.08,0.64,0.03,0.41,2.79
2013-08-27,0.07,0.57,0.04,0.38,2.72
2013-08-28,0.07,0.63,0.04,0.4,2.78
2013-08-29,0.08,0.65,0.03,0.39,2.75
2013-08-30,0.07,0.68,0.02,0.39,2.78
2013-08-31,0.07,,,,
2013-09-01,0.07,,,,
2013-09-02,0.07,,,,
2013-09-03,0.09,0.76,0.03,0.43,2.86
2013-09-04,0.08,0.83,0.02,0.46,2.9
2013-09-05,0.08,0.92,0.03,0.52,2.98
2013-09-06,0.08,0.87,0.02,0.46,2.94
2013-09-07,0.08,,,,
2013-09-08,0.08,,,,
2013-09-09,0.08,0.84,0.02,0.45,2.9
2013-09-10,0.08,0.86,0.01,0.5,2.96
2013-09-11,0.08,0.8,0.01,0.47,2.93
2013-09-12,0.08,0.81,0.01,0.45,2.92
2013-09-13,0.08,0.8,0.01,0.45,2.9
2013-09-14,0.08,,,,
2013-09-15,0.08,,,,
2013-09-16,0.08,0.76,0.01,0.41,2.88
2013-09-17,0.08,0.7,0.01,0.39,2.86
2013-09-18,0.08,0.49,0.01,0.34,2.69
2013-09-19,0.09,0.55,0.0,0.34,2.76
2013-09-20,0.08,0.52,0.01,0.34,2.75
2013-09-21,0.08,,,,
2013-09-22,0.08,,,,
2013-09-23,0.09,0.46,0.01,0.35,2.72
2013-09-24,0.09,0.48,0.02,0.35,2.67
2013-09-25,0.08,0.45,0.02,0.36,2.63
2013-09-26,0.08,0.47,0.04,0.34,2.66
2013-09-27,0.08,0.46,0.03,0.34,2.64
2013-09-28,0.08,,,,
2013-09-29,0.08,,,,
2013-09-30,0.06,0.45,0.03,0.33,2.64
2013-10-01,0.08,0.46,0.1,0.33,2.66
2013-10-02,0.07,0.43,0.08,0.31,2.63
2013-10-03,0.08,0.43,0.12,0.33,2.62
2013-10-04,0.08,0.46,0.11,0.33,2.66
2013-10-05,0.08,,,,
2013-10-06,0.08,,,,
