,OXY,XOM,USGG10YR,USGG2YR,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP
2015-12-14,66.6231,76.03,2.2217,0.9435,,97.604,32001,32.55,1.0992,13.96,18.96,27.32
2015-12-15,68.4124,79.43,2.2658,0.9639,,98.21700000000001,32001,32.56,1.0931,14.46,18.9101,27.29
2015-12-16,68.8422,79.15,2.296,1.0025,,97.87100000000001,32001,32.28,1.0912,13.78,18.86,27.2
2015-12-17,66.3932,77.96,2.2234,0.9844,,99.27,32001,31.49,1.0826,12.78,18.894000000000002,27.325
2015-12-18,65.9334,77.28,2.204,0.9522,,98.70299999999999,32001,31.63,1.0868,12.47,18.98,27.395
2015-12-21,66.1133,77.26,2.1917,0.9442,,98.363,32001,30.74,1.0915,12.52,18.957,27.345
2015-12-22,66.9529,77.65,2.2357,0.9729,,98.235,32001,31.15,1.0957,12.69,18.9258,27.305
2015-12-23,69.182,80.19,2.2534,0.9812,,98.34100000000001,32001,31.25,1.0912,13.96,18.91,27.355
2015-12-24,69.172,79.33,2.241,0.9983,,97.984,32001,32.17,1.0963,13.93,18.97,27.3773
2015-12-25,69.172,79.33,2.241,0.9983,,97.84700000000001,32001,32.17,1.0959999999999999,13.93,18.97,27.3773
2015-12-28,67.9625,78.74,2.2304,1.0067,,97.919,32001,31.71,1.0968,12.98,18.97,27.42
2015-12-29,68.1625,79.16,2.305,1.0911,,98.101,32001,31.55,1.092,13.03,18.97,27.245
2015-12-30,66.9929,78.11,2.2943,1.0713,,98.266,32001,31.42,1.0933,12.38,18.97,27.27
2015-12-31,67.5827,77.95,2.2694,1.0477,,98.631,32945,31.27,1.0862,12.59,19.18,27.315
2016-01-01,67.5827,77.95,2.2694,1.0477,,98.68299999999999,32945,31.27,1.0856,12.59,19.18,27.315
2016-01-04,67.3828,77.46,2.2428,1.0358,,98.869,32945,31.79,1.0831,12.82,19.0,27.42
2016-01-05,68.5023,78.12,2.2357,1.0139,,99.404,32945,31.21,1.0748,12.76,19.02,27.4122
2016-01-06,65.4136,77.47,2.1702,0.976,0.35846,99.181,32945,29.71,1.0781,11.28,19.037,27.4986
2016-01-07,64.234,76.23,2.1455,0.948,0.35846,98.219,32945,27.85,1.0932,10.67,19.0322,27.4814
2016-01-08,63.1445,74.69,2.1156,0.9318,0.36138000000000003,98.54,32945,28.47,1.0922,10.35,19.1,27.5
2016-01-11,61.1953,73.69,2.1754,0.9317,0.36346,98.725,32945,27.07,1.0859,9.62,19.0573,27.36
2016-01-12,60.9454,75.2,2.1032,0.9235,0.36756,98.97399999999999,32945,25.76,1.0858,9.19,19.0201,27.42
2016-01-13,60.3756,75.65,2.0927,0.9073,0.36246999999999996,98.93299999999999,32945,25.69,1.0877,8.54,19.06,27.485
2016-01-14,63.9741,79.12,2.0874,0.8911,0.35817,99.089,32945,25.0,1.0865,9.07,19.02,27.465
2016-01-15,62.7646,77.58,2.0347,0.85,0.3653,98.956,32945,24.74,1.0916,8.14,19.06,27.465
2016-01-18,62.7646,77.58,2.0347,0.85,0.3653,98.956,32945,23.58,1.0892,8.14,19.06,27.465
2016-01-19,61.4352,76.4,2.0556,0.87,0.37035,98.991,32945,23.85,1.0908,7.68,19.033,27.46
2016-01-20,59.5959,73.18,1.9824,0.8212,0.36753,99.09100000000001,32945,22.48,1.089,7.86,19.06,27.445
2016-01-21,60.8254,74.1,2.0311,0.8331,0.36298,99.056,32945,22.89,1.0874,8.79,19.04,27.35
2016-01-22,63.7742,76.57,2.0519,0.8691,0.3697,99.574,32945,25.5,1.0796,9.02,19.0443,27.41
2016-01-25,61.765,73.98,2.0012,0.8567,0.37399,99.36,32945,25.58,1.0849,8.14,19.07,27.465
2016-01-26,63.2045,76.7,1.9942,0.8401,0.37859,99.087,32945,25.11,1.087,8.45,19.09,27.505
2016-01-27,64.1341,75.29,1.9993,0.833,0.37863,98.902,32945,26.4,1.0893,8.75,19.1,27.605
2016-01-28,65.8434,76.99,1.9784,0.8172,0.38216999999999995,98.51,32945,28.28,1.094,9.17,19.11,27.68
2016-01-29,68.8022,77.85,1.9209,0.7737,0.37793000000000004,99.60600000000001,32945,29.11,1.0831,9.73,19.2,27.805
2016-02-01,66.5331,76.29,1.9486,0.7975,0.36965,99.009,32839,29.73,1.0888,9.74,19.2,27.725
2016-02-02,65.4535,74.59,1.8448,0.7183,0.37383,98.87200000000001,32839,28.4,1.0919,8.74,19.2,27.83
2016-02-03,68.1025,78.48,1.8861,0.7223,0.37166,97.288,32839,28.65,1.1105,9.42,19.247,27.855
2016-02-04,66.9529,79.83,1.8395,0.6984,0.37653000000000003,96.47399999999999,32839,29.93,1.1209,9.19,19.21,27.865
2016-02-05,65.4436,80.08,1.8357,0.7221,0.37733,97.031,32839,29.3,1.1158,8.46,19.18,27.805
2016-02-08,66.1633,81.16,1.7483,0.6662,0.37956,96.57,32839,29.0,1.1193,7.82,19.2,27.79
2016-02-09,65.1937,80.08,1.726,0.6901,0.37419,96.071,32839,28.33,1.1293,7.29,19.1569,27.74
2016-02-10,65.6335,79.35,1.6681,0.6859999999999999,0.36833,95.88799999999999,32839,25.93,1.1292,7.13,19.2,27.855
2016-02-11,66.1733,79.6,1.6591,0.6499,0.37512,95.56200000000001,32839,25.21,1.1323,7.06,19.2354,27.9348
2016-02-12,67.0329,81.03,1.7481,0.7137,0.37371,95.94,32839,26.74,1.1256,7.49,19.2354,27.835
2016-02-15,67.0329,81.03,1.7481,0.7137,0.37371,95.94,32839,28.44,1.1156,7.49,19.2354,27.835
2016-02-16,67.9825,81.22,1.7723,0.7197,0.37748000000000004,96.868,32839,29.35,1.1144,7.4,19.1617,27.68
2016-02-17,70.6015,82.0,1.819,0.7419,0.37716,96.786,32839,28.18,1.1128,7.41,19.18,27.65
2016-02-18,70.2616,82.45,1.7396,0.6933,0.37645,96.95100000000001,32839,29.96,1.1107,6.93,19.21,27.7279
2016-02-19,70.2316,82.5,1.7449,0.7418,0.37784,96.6,32839,29.17,1.113,6.73,19.2007,27.745
2016-02-22,71.65100000000001,82.39,1.7518,0.75,0.38098000000000004,97.37899999999999,32839,29.48,1.103,7.49,19.25,27.815
2016-02-23,68.9721,81.23,1.7225,0.7337,0.379,97.48100000000001,32839,28.94,1.102,7.03,19.2572,27.925
2016-02-24,69.4419,81.52,1.7484,0.7539,0.38113,97.458,32839,28.3,1.1013,7.22,19.3,27.975
2016-02-25,69.65,82.01,1.7157,0.7264,0.38318,97.287,32839,29.19,1.1018,7.39,19.4155,28.105
2016-02-26,69.8,81.75,1.7623,0.7934,0.3834,98.148,32839,30.74,1.0934,8.03,19.455,28.035
2016-02-29,68.82,80.15,1.7347,0.7737,0.3847,98.211,32596,30.13,1.0873,8.21,19.42,28.085
2016-03-01,70.45,81.28,1.8249,0.8391,0.38145999999999997,98.352,32596,31.65,1.0868,7.96,19.41,28.025
2016-03-02,71.61,82.7,1.8406,0.8412,0.37835,98.214,32596,31.72,1.0868,9.1,19.43,28.065
2016-03-03,70.49,82.4,1.8337,0.8452,0.3792,97.59200000000001,32596,31.68,1.0957,9.97,19.4,28.135
2016-03-04,69.72,82.29,1.8741,0.8616,0.38411999999999996,97.34,32596,32.42,1.1005,11.0,19.36,28.045
2016-03-07,70.35,84.46,1.9057,0.9057,0.38356999999999997,97.071,32596,34.43,1.1014,11.03,19.33,27.97
2016-03-08,66.4,82.63,1.8287,0.8659,0.38692,97.209,32596,35.07,1.1011,10.12,19.37,28.0577
2016-03-09,68.43,82.4,1.876,0.8901,0.3863,97.17299999999999,32596,35.05,1.0999,10.48,19.38,28.04
2016-03-10,68.44,82.18,1.9323,0.9265,0.38728,96.066,32596,35.23,1.1177,10.59,19.3544,27.91
2016-03-11,69.95,82.19,1.9839,0.9554,0.38785,96.17200000000001,32596,35.62,1.1156,11.16,19.3293,27.8973
2016-03-14,69.05,82.41,1.9592,0.9557,0.38973,96.624,32596,34.74,1.1103,11.09,19.3293,27.875
2016-03-15,68.33,82.82,1.9699,0.9641,0.39147,96.633,32596,33.69,1.1109,11.31,19.2525,27.825
2016-03-16,69.42,82.87,1.9081,0.855,0.38895,95.89,32596,34.5,1.1224,11.52,19.39,28.11
2016-03-17,70.66,84.1,1.8958,0.8633,0.38906999999999997,94.76,32596,36.36,1.1318,11.45,19.4674,28.185
2016-03-18,71.3,84.2,1.8732,0.8353,0.38988,95.086,32596,36.59,1.127,11.63,19.54,28.33
2016-03-21,70.67,83.62,1.9155,0.872,0.39211,95.288,32596,36.27,1.1241,11.43,19.48,28.32
2016-03-22,69.61,84.12,1.9403,0.8865,0.39136,95.648,32596,36.67,1.1217,11.31,19.4799,28.25
2016-03-23,68.29,83.75,1.8786,0.852,0.3884,96.046,32596,36.19,1.1181,10.19,19.4875,28.305
2016-03-24,68.51,83.98,1.9,0.8689,0.38942,96.14200000000001,32596,34.96,1.1174,10.29,19.47,28.225
2016-03-25,68.51,83.98,1.9,0.8689,0.38942,96.273,32596,34.96,1.1167,10.29,19.47,28.225
2016-03-28,68.03,84.22,1.886,0.865,0.39144,95.943,32596,35.48,1.1196,10.16,19.44,28.255
2016-03-29,67.93,84.53,1.8035,0.7843,0.38687,95.16,32596,34.5,1.1291,10.4,19.6325,28.575
2016-03-30,68.6,84.52,1.8228,0.7567,0.38277,94.84100000000001,32596,34.91,1.1338,10.53,19.58,28.56
2016-03-31,68.43,83.59,1.7687,0.7211,0.38861999999999997,94.586,32343,34.33,1.138,11.14,19.66,28.605
2016-04-01,68.2,82.96,1.7705,0.7224,0.39694,94.619,32343,34.54,1.1391,10.56,19.68,28.645
2016-04-04,68.19,83.16,1.7618,0.7361,0.40781999999999996,94.51,32343,33.4,1.1391,10.53,19.685,28.645
2016-04-05,67.42,82.21,1.7201,0.72,0.40426999999999996,94.631,32343,32.71,1.1384,10.63,19.66,28.69
2016-04-06,70.12,83.31,1.7549,0.7317,0.38733,94.43,32343,33.93,1.1399,11.02,19.63,28.615
2016-04-07,69.38,82.37,1.6889,0.6878,0.38583,94.48200000000001,32343,34.71,1.1378,11.22,19.6601,28.705
2016-04-08,70.6,83.21,1.7167,0.695,0.38493,94.235,32343,36.01,1.1399,11.78,19.71,28.67
2016-04-11,70.79,83.32,1.7254,0.6987,0.38808000000000004,93.95,32343,37.02,1.1408,11.67,19.64,28.6099
2016-04-12,72.45,84.35,1.7761,0.7385,0.39327,93.959,32343,38.62,1.1386,13.12,19.6,28.47
2016-04-13,72.24,84.83,1.7639,0.7464,0.38794,94.744,32343,38.91,1.1274,12.92,19.5874,28.505
2016-04-14,74.32,85.43,1.7919,0.7663,0.38791,94.902,32343,38.58,1.1268,13.11,19.55,28.44
2016-04-15,72.15,84.97,1.7518,0.7335,0.38593,94.696,32343,38.05,1.1284,13.01,19.5715,28.55
2016-04-18,73.3,85.78,1.7711,0.7414,0.39575,94.49,32343,36.58,1.1313,13.36,19.55,28.54
2016-04-19,74.86,86.21,1.7851,0.7574,0.39171999999999996,93.976,32343,38.27,1.1358,13.95,19.6395,28.6
2016-04-20,75.07,86.8,1.845,0.7937,0.39313000000000003,94.492,32343,38.46,1.1297,14.06,19.6395,28.48
2016-04-21,74.62,86.79,1.861,0.8058,0.39300999999999997,94.59899999999999,32343,40.09,1.1288,13.86,19.55,28.43
2016-04-22,75.85,87.53,1.8878,0.8178,0.39289,95.116,32343,39.78,1.1222,14.34,19.53,28.4
2016-04-25,75.1,87.33,1.9128,0.8299,0.3961,94.84200000000001,32343,39.4,1.1268,13.83,19.57,28.37
2016-04-26,76.48,87.63,1.9271,0.8608,0.38995,94.573,32343,39.88,1.1297,14.44,19.5699,28.35
2016-04-27,77.52,88.46,1.8508,0.8173,0.38655,94.387,32343,41.38,1.1322,14.84,19.61,28.51
2016-04-28,76.23,88.03,1.8243,0.7816,0.38265,93.76100000000001,32343,42.02,1.1352,14.35,19.67,28.665
2016-04-29,76.65,88.4,1.8333,0.7816,0.37779,93.08200000000001,32343,42.7,1.1451,14.09,19.71,28.725
2016-05-02,76.33,89.13,1.8723,0.7896,0.3822,92.626,32710,42.48,1.1534,13.55,19.6484,28.545
2016-05-03,75.57,88.11,1.7963,0.754,0.3939,92.944,32710,41.03,1.1496,12.79,19.7,28.595
2016-05-04,73.96,87.94,1.7752,0.7381,0.39259,93.179,32710,40.45,1.1487,12.17,19.67,28.61
2016-05-05,76.14,88.04,1.7453,0.7182,0.39832,93.78,32710,41.16,1.1405,12.07,19.68,28.7
2016-05-06,76.06,88.51,1.7789,0.7340000000000001,0.39566999999999997,93.88799999999999,32710,40.57,1.1404,12.03,19.68,28.59
2016-05-09,75.54,88.57,1.7507,0.706,0.39483,94.12799999999999,32710,40.77,1.1383,11.44,19.73,28.61
2016-05-10,76.41,89.99,1.7613,0.722,0.3932,94.29,32710,40.23,1.1372,11.94,19.6964,28.675
2016-05-11,76.31,88.81,1.7367,0.7279,0.39385,93.823,32710,41.43,1.1426,12.46,19.72,28.7331
2016-05-12,76.48,89.67,1.7516,0.754,0.39191,94.15,32710,43.33,1.1377,12.33,19.72,28.685
2016-05-13,75.34,88.66,1.7001,0.7459,0.397,94.60799999999999,32710,43.3,1.1309,12.3,19.73,28.78
2016-05-16,76.53,89.57,1.7533,0.7863,0.40593,94.572,32710,44.37,1.1321,12.78,19.76,28.705
2016-05-17,76.34,89.53,1.7723,0.8309,0.39766999999999997,94.54799999999999,32710,44.82,1.1313,12.86,19.7195,28.75
2016-05-18,74.81,89.35,1.8538,0.8918,0.39234,95.08,32710,44.88,1.1216,12.66,19.532,28.51
2016-05-19,74.84,90.11,1.8487,0.8819,0.39389,95.287,32710,43.84,1.1203,12.74,19.61,28.4786
2016-05-20,74.96,89.74,1.8384,0.8763,0.3978,95.334,32710,44.77,1.1224,13.11,19.561,28.46
2016-05-23,74.87,89.6,1.835,0.8969,0.40212,95.23100000000001,32710,44.07,1.122,13.19,19.59,28.4701
2016-05-24,76.12,89.67,1.8629,0.9094,0.39652,95.571,32710,44.02,1.1141,13.02,19.5748,28.44
2016-05-25,76.17,90.26,1.8664,0.9185,0.39539,95.354,32710,44.97,1.1155,13.54,19.64,28.47
2016-05-26,76.11,89.8,1.8282,0.8671,0.39443,95.16799999999999,32710,45.43,1.1194,13.17,19.66,28.56
2016-05-27,76.15,90.01,1.851,0.9086,0.40025,95.521,32710,44.76,1.1115,12.9,19.66,28.54
2016-05-30,76.15,90.01,1.851,0.9086,0.40025,95.521,32710,44.8,1.1138,12.9,19.66,28.54
2016-05-31,75.44,89.02,1.8458,0.877,0.40213000000000004,95.891,32520,45.15,1.1132,13.07,19.62,28.45
2016-06-01,75.44,89.24,1.8354,0.8988,0.41493,95.455,32520,45.28,1.1188,13.23,19.63,28.4
2016-06-02,75.21,88.53,1.7989,0.8869,0.41803,95.564,32520,45.67,1.1151,13.38,19.59,28.465
2016-06-03,74.83,88.37,1.7004,0.7716,0.41516000000000003,94.029,32520,45.82,1.1367,13.32,19.71,28.68
2016-06-06,75.41,89.34,1.7367,0.7953,0.40804,93.902,32520,46.1,1.1355,13.96,19.78,28.655
2016-06-07,76.87,90.71,1.7177,0.7833,0.40298,93.82799999999999,32520,46.63,1.1358,14.62,19.82,28.755
2016-06-08,75.44,90.79,1.7022,0.7752,0.40071,93.59,32520,47.76,1.1395,14.53,19.85,28.805
2016-06-09,75.6,90.67,1.6867,0.767,0.40319,93.95299999999999,32520,48.02,1.1316,14.26,19.8385,28.84
2016-06-10,75.45,89.98,1.6404,0.7265,0.40378000000000003,94.571,32520,47.05,1.1251,13.42,19.93,28.845
2016-06-13,75.25,90.59,1.6096,0.7143,0.40348,94.36200000000001,32520,46.25,1.1292,13.28,19.88,28.815
2016-06-14,75.12,90.43,1.6130000000000002,0.7221,0.40385,94.928,32520,45.64,1.1207,13.23,19.8476,28.74
2016-06-15,74.85,90.16,1.5719999999999998,0.6696,0.40576,94.61,32520,45.36,1.126,13.06,19.91,28.864
2016-06-16,74.45,91.22,1.5788,0.6854,0.40479,94.569,32520,44.03,1.1225,12.67,19.87,28.8264
2016-06-17,74.95,90.72,1.6078,0.6927,0.40842,94.206,32520,44.18,1.1277,13.16,19.82,28.735
2016-06-20,76.1,91.12,1.6886,0.7451,0.4126,93.611,32520,46.24,1.1314,14.48,19.7504,28.6303
2016-06-21,77.16,91.53,1.7059,0.763,0.41598999999999997,94.01700000000001,32520,46.02,1.1242,15.09,19.77,28.545
2016-06-22,77.1,91.17,1.6852,0.7433,0.41528999999999994,93.71600000000001,32520,46.46,1.1296,14.75,19.7777,28.64
2016-06-23,78.31,91.8,1.7458,0.7788,0.41596000000000005,93.529,32520,46.16,1.1385,15.27,19.7777,28.6375
2016-06-24,75.27,89.39,1.5599,0.627,0.41413999999999995,95.448,32520,44.88,1.1117,14.59,19.84,28.8204
2016-06-27,73.12,88.86,1.4377,0.5935,0.42057,96.544,32520,44.32,1.1025,13.66,19.82,28.955
2016-06-28,73.97,90.91,1.4664,0.6132,0.43195,96.245,32520,44.46,1.1065,14.78,19.93,29.045
2016-06-29,75.09,92.46,1.5155,0.6368,0.42875,95.76899999999999,32520,45.82,1.1125,15.14,19.96,28.995
2016-06-30,75.56,93.74,1.4697,0.5817,0.42186,96.14299999999999,33110,46.27,1.1106,15.01,20.1,29.075
2016-07-01,75.67,93.84,1.4441,0.5893,0.43638000000000005,95.649,33110,45.42,1.1136,15.68,19.9506,29.185
2016-07-04,75.67,93.84,1.4441,0.5893,0.43638000000000005,95.649,33110,46.08,1.1154,15.68,19.9506,29.185
2016-07-05,75.22,93.02,1.375,0.5497,0.44588999999999995,96.166,33110,44.34,1.1076,14.72,20.15,29.2883
2016-07-06,75.45,94.09,1.3682,0.5773,0.44348999999999994,96.053,33110,44.35,1.11,14.84,20.25,29.345
2016-07-07,75.45,92.96,1.385,0.5892,0.43233999999999995,96.32799999999999,33110,44.19,1.1063,14.74,20.0,29.29
2016-07-08,76.13,93.54,1.3579,0.605,0.43441,96.302,33110,42.59,1.1051,14.92,20.09,29.33
2016-07-11,76.2,93.89,1.4303,0.653,0.43518999999999997,96.571,33110,42.21,1.1058,14.69,20.08,29.22
2016-07-12,77.37,94.95,1.51,0.6891,0.43518999999999997,96.441,33110,43.22,1.1061,15.6,20.02,29.09
2016-07-13,76.83,94.88,1.4743,0.6651,0.43282,96.21600000000001,33110,43.19,1.109,15.29,20.05,29.18
2016-07-14,77.21,94.95,1.5356,0.6732,0.41673000000000004,96.07700000000001,33110,42.88,1.112,15.27,20.05,29.085
2016-07-15,77.32,95.12,1.5509,0.6674,0.42327,96.58,33110,43.24,1.1035,15.21,19.9171,29.03
2016-07-18,76.77,94.82,1.5818,0.6897,0.43551000000000006,96.56200000000001,33110,43.36,1.1075,15.18,20.0,29.0
2016-07-19,76.37,94.47,1.5526,0.6898,0.43783999999999995,97.06299999999999,33110,42.66,1.1021,14.75,19.97,29.04
2016-07-20,76.35,93.93,1.5801,0.7101,0.4323,97.20100000000001,33110,42.73,1.1015,14.84,19.97,28.955
2016-07-21,75.73,93.85,1.556,0.6778,0.43335,97.0,33110,42.93,1.1026,14.42,19.96,28.965
2016-07-22,75.38,94.01,1.5663,0.7025,0.43643000000000004,97.46700000000001,33110,41.71,1.0977,14.11,19.96,28.945
2016-07-25,74.51,92.2,1.5731,0.7332,0.44183,97.286,33110,41.35,1.0995,13.58,19.96,28.905
2016-07-26,74.69,91.53,1.5611,0.7539,0.44168,97.156,33110,40.62,1.0986,13.78,19.9,28.9474
2016-07-27,74.16,90.91,1.4976,0.7184,0.43723999999999996,97.053,33110,40.49,1.1058,13.13,19.9,29.075
2016-07-28,73.91,90.2,1.5044,0.7066,0.43759,96.73899999999999,33110,39.79,1.1077,13.35,19.9,29.0942
2016-07-29,74.73,88.95,1.4531,0.6554,0.43716000000000005,95.53,33110,38.97,1.1174,13.64,19.9439,29.17
2016-08-01,73.59,85.86,1.5214,0.6848,0.43641,95.713,33570,39.1,1.1163,12.92,19.92,28.93
2016-08-02,73.12,87.04,1.5558,0.6788,0.43983,95.064,33570,38.29,1.1224,12.9,19.804000000000002,28.755
2016-08-03,74.38,87.49,1.5419999999999998,0.6668,0.43286,95.56299999999999,33570,38.43,1.1149,13.42,19.804000000000002,28.85
2016-08-04,74.25,87.48,1.5008,0.643,0.4393,95.758,33570,39.6,1.113,13.41,19.8326,28.975
2016-08-05,73.68,87.56,1.5885,0.7221,0.4328,96.194,33570,40.08,1.1086,13.87,19.86,28.88
2016-08-08,74.36,88.59,1.5919999999999999,0.726,0.43703000000000003,96.40100000000001,33570,41.1,1.1088,14.25,19.74,28.89
2016-08-09,73.68,88.7,1.547,0.71,0.43888999999999995,96.18299999999999,33570,41.08,1.1117,14.42,19.82,28.995
2016-08-10,73.27,86.41,1.5074,0.682,0.43022,95.65,33570,40.57,1.1176,13.98,19.83,28.985
2016-08-11,74.25,86.72,1.5593,0.742,0.43003,95.85700000000001,33570,40.62,1.1137,14.45,19.73,28.895
2016-08-12,74.46,87.85,1.5135,0.7057,0.43172,95.72200000000001,33570,42.6,1.1162,14.72,19.78,28.9958
2016-08-15,75.05,87.81,1.5576,0.7258,0.43772,95.62899999999999,33570,43.92,1.1184,14.9,19.78,28.936999999999998
2016-08-16,76.01,87.92,1.5746,0.7459,0.42833000000000004,94.791,33570,45.03,1.1279,15.17,19.7201,28.8725
2016-08-17,76.61,88.11,1.5491,0.7257,0.43022,94.71799999999999,33570,45.34,1.1289,15.7,19.78,28.9508
2016-08-18,77.48,88.91,1.5356,0.7014,0.43851,94.15700000000001,33570,46.5,1.1354,16.68,19.925,29.035
2016-08-19,76.54,87.8,1.5781,0.7459,0.4336,94.51100000000001,33570,46.82,1.1325,16.8,19.77,28.9457
2016-08-22,76.36,87.99,1.5424,0.7378,0.44601999999999997,94.51899999999999,33570,46.04,1.1320000000000001,15.64,19.77,29.02
2016-08-23,76.89,87.72,1.5458,0.7418,0.43473999999999996,94.539,33570,45.34,1.1305,16.43,19.8515,29.07
2016-08-24,77.72,88.02,1.5611,0.7618,0.43308,94.786,33570,45.25,1.1264,16.06,19.78,29.04
2016-08-25,77.36,87.46,1.5731,0.7894,0.43768999999999997,94.772,33570,45.28,1.1285,16.01,19.8344,29.005
2016-08-26,77.17,87.27,1.6296,0.8428,0.43563999999999997,95.566,33570,45.75,1.1198,15.95,19.7581,28.875
2016-08-29,77.95,87.84,1.5595,0.8052,0.44151999999999997,95.58,33570,45.44,1.1189,15.99,19.75,28.99
2016-08-30,77.84,87.52,1.5663,0.7973,0.4388,96.054,33570,45.25,1.1143,15.55,19.7801,28.9712
2016-08-31,76.85,87.14,1.58,0.8053,0.43075,96.022,33580,43.91,1.1158,15.02,19.76,28.9658
2016-09-01,76.84,86.84,1.5681,0.7816,0.44243000000000005,95.65299999999999,33580,42.0,1.1197,15.11,19.76,28.8551
2016-09-02,77.51,87.42,1.6024,0.7858,0.44154,95.844,33580,41.47,1.1156,15.49,19.64,28.84
2016-09-05,77.51,87.42,1.6024,0.7858,0.44154,95.844,33580,43.54,1.1147,15.49,19.64,28.84
2016-09-06,78.0,88.57,1.534,0.7281,0.44023,94.823,33580,42.75,1.1255,15.64,19.68,29.0099
2016-09-07,77.13,88.24,1.5391,0.7340000000000001,0.43823,94.956,33580,43.18,1.1239,15.69,19.79,29.05
2016-09-08,77.75,89.05,1.599,0.7699,0.43404,95.027,33580,44.61,1.126,16.74,19.68,28.925
2016-09-09,76.11,86.84,1.6749,0.7821,0.43682,95.336,33580,44.55,1.1233,15.67,19.56,28.725
2016-09-12,75.85,87.29,1.6629,0.7701,0.43861000000000006,95.095,33580,44.53,1.1235,15.47,19.64,28.74
2016-09-13,73.51,85.21,1.7271,0.7982,0.4374,95.633,33580,42.91,1.122,14.34,19.5,28.605
2016-09-14,71.8,84.6,1.6976,0.758,0.43103,95.32700000000001,33580,42.56,1.125,14.01,19.635,28.635
2016-09-15,72.27,85.08,1.6907,0.7258,0.43412,95.288,33580,41.67,1.1244,14.26,19.6216,28.62
2016-09-16,71.03,84.03,1.6926,0.7621,0.43388000000000004,96.10799999999999,33580,41.74,1.1155,14.24,19.6216,28.685
2016-09-19,70.82,83.83,1.7118,0.7784,0.44082,95.84100000000001,33580,42.09,1.1175,14.09,19.6216,28.635
2016-09-20,70.5,82.54,1.6892,0.7743,0.42821000000000004,96.01899999999999,33580,41.55,1.1151,13.87,19.55,28.65
2016-09-21,71.8,83.3,1.6511,0.7744,0.43646,95.66,33580,42.54,1.1189,14.65,19.6301,28.775
2016-09-22,71.41,83.54,1.6183,0.7703,0.43111000000000005,95.448,33580,43.27,1.1208,14.87,19.68,28.945
2016-09-23,69.6,83.45,1.6184,0.754,0.43799,95.477,33580,42.89,1.1226,14.49,19.7705,29.0163
2016-09-26,69.32,83.06,1.5839,0.7336,0.44367,95.29700000000001,33580,42.16,1.1254,14.41,19.84,29.015
2016-09-27,68.65,83.24,1.5564,0.7421,0.43961000000000006,95.435,33580,42.3,1.1215,14.06,19.84,29.04
2016-09-28,71.9,86.9,1.5719,0.7559,0.43196999999999997,95.431,33580,42.21,1.1217,15.18,19.86,29.0799
2016-09-29,72.14,86.46,1.5599,0.7342,0.43938999999999995,95.535,33580,44.34,1.1222,15.9,19.86,29.0843
2016-09-30,72.92,87.28,1.5944,0.7619,0.44733,95.463,33850,44.63,1.1235,15.81,19.78,29.075
2016-10-03,72.82,87.05,1.6221,0.7916,0.45742,95.695,33850,46.65,1.1211,15.98,19.75,29.085
2016-10-04,72.65,86.25,1.6864,0.8215,0.44521000000000005,96.169,33850,46.72,1.1204,15.63,19.75,28.89
2016-10-05,72.54,87.0,1.7021,0.8316,0.42716000000000004,96.125,33850,47.75,1.1205,16.12,19.69,28.845
2016-10-06,73.54,87.04,1.7372,0.8496,0.4431,96.765,33850,47.86,1.1151,16.08,19.717,28.855
2016-10-07,73.54,86.74,1.7181,0.8301,0.44683,96.632,33850,48.59,1.1201,15.56,19.717,28.855
2016-10-10,74.77,88.44,1.7181,0.8301,0.44683,96.929,33850,48.31,1.1139,15.72,19.717,28.805
2016-10-11,73.69,87.74,1.7638,0.8664,0.4462,97.69,33850,48.81,1.1054,15.08,19.74,28.795
2016-10-12,74.0,87.13,1.7692,0.8585,0.44383,97.96600000000001,33850,48.68,1.1007,14.94,19.67,28.77
2016-10-13,73.9,86.56,1.7411,0.8345,0.4413,97.516,33850,48.07,1.1056,14.78,19.71,28.81
2016-10-14,73.22,86.54,1.7977,0.8348,0.44728,98.01899999999999,33850,48.63,1.0972,14.58,19.7535,28.76
2016-10-17,72.47,86.54,1.766,0.8147,0.45092,97.88799999999999,33850,48.22,1.1,14.18,19.75,28.895
2016-10-18,72.57,86.77,1.7379,0.7986,0.45127,97.895,33850,48.24,1.0981,14.2,19.78,28.93
2016-10-19,74.51,87.17,1.7432,0.7946,0.45361,97.92,33850,49.06,1.0974,14.65,19.8357,28.98
2016-10-20,74.1,87.21,1.7556,0.8190000000000001,0.45521000000000006,98.315,33850,48.51,1.0929,14.7,19.825,28.95
2016-10-21,74.61,86.62,1.7347,0.8234,0.44683,98.695,33850,48.08,1.0884,14.64,19.815,28.96
2016-10-24,75.03,86.91,1.7647,0.8399,0.45453000000000005,98.756,33850,48.15,1.0882,14.59,19.77,28.91
2016-10-25,74.43,86.72,1.756,0.8523,0.44027,98.719,33850,47.83,1.0889,14.18,19.824,28.97
2016-10-26,74.39,87.09,1.7931,0.8685,0.44985,98.62899999999999,33850,46.96,1.0908,14.25,19.77,28.9498
2016-10-27,73.79,86.92,1.8536,0.8863,0.45299999999999996,98.88799999999999,33850,47.23,1.0897,13.95,19.72,28.82
2016-10-28,73.63,84.78,1.8468,0.8526,0.44825,98.348,33850,47.04,1.0985,13.72,19.784000000000002,28.83
