,OXY,XOM,USGG10YR,USGG2YR,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP
2016-11-17,67.81,85.23,2.3026,1.0461,0.4656,100.89,33960,42.83,1.0626,15.46,19.555,28.275
2016-11-18,68.22,85.28,2.3548,1.0678,0.46889,101.21,33960,42.33,1.0588,15.62,19.52,28.215
2016-11-21,69.23,86.49,2.3154,1.0683,0.46475,101.05,33960,44.34,1.063,16.48,19.5296,28.265
2016-11-22,69.29,86.68,2.3119,1.0871,0.46795,101.04,33960,45.25,1.0627,16.55,19.5294,28.32
2016-11-23,69.85,86.92,2.3498,1.1228,0.46507,101.7,33960,45.37,1.0553,16.78,19.49,28.215
2016-11-24,69.85,86.92,2.3498,1.1228,0.46507,101.7,33960,45.22,1.0554,16.78,19.49,28.215
2016-11-25,69.75,87.12,2.3572,1.1168,0.46733,101.49,33960,44.88,1.0589,16.28,19.4767,28.18
2016-11-28,68.39,86.47,2.3124,1.099,0.46763000000000005,101.33,33960,43.84,1.0614,15.54,19.5035,28.18
2016-11-29,67.57,85.9,2.291,1.0871,0.4588,100.93,33960,43.87,1.065,14.95,19.47,28.2574
2016-11-30,71.36,87.3,2.3809,1.113,0.46381999999999995,101.5,34140,44.8,1.0589,18.06,19.5225,28.24
2016-12-01,71.27,87.24,2.4481,1.147,0.46503999999999995,101.04,34140,49.28,1.0661,17.89,19.42,28.17
2016-12-02,70.85,87.04,2.3831,1.0957,0.4595,100.77,34140,50.42,1.0664,18.2,19.49,28.11
2016-12-05,70.98,87.48,2.3941,1.1198,0.46998,100.09,34140,51.25,1.0764,18.39,19.54,28.14
2016-12-06,70.41,87.56,2.3887,1.1139,0.45482,100.49,34140,50.98,1.0718,18.35,19.47,28.18
2016-12-07,68.64,88.07,2.3401,1.094,0.45497,100.23,34140,50.22,1.0753,18.42,19.55,28.23
2016-12-08,69.32,88.32,2.4071,1.1102,0.46132,101.1,34140,50.04,1.0615,18.38,19.5314,28.195
2016-12-09,70.58,89.0,2.4675,1.1329,0.46283,101.59,34140,50.95,1.0561,18.25,19.51,28.035
2016-12-12,71.39,90.98,2.4712,1.1411,0.46813999999999995,101.03,34140,53.24,1.0635,18.49,19.4817,28.06
2016-12-13,72.35,92.58,2.4713,1.1636,0.46978000000000003,101.07,34140,52.39,1.0626,18.8,19.48,28.045
2016-12-14,70.96,90.58,2.5707,1.2673,0.47256000000000004,101.76,34140,51.83,1.0536,18.2,19.37,27.81
2016-12-15,71.3,90.89,2.5967,1.2738,0.46742,103.02,34140,50.96,1.0414,18.24,19.3099,27.64
2016-12-16,73.44,91.18,2.5916,1.2524,0.56755,102.95,34140,51.29,1.0451,18.59,19.27,27.57
2016-12-19,72.47,90.42,2.5382,1.2221,0.66447,103.14,34140,52.18,1.0402,18.51,19.3009,27.725
2016-12-20,72.38,90.43,2.5586,1.2163,0.69235,103.29,34140,51.99,1.0388,18.31,19.36,27.775
2016-12-21,72.16,90.28,2.5348,1.1879,0.68565,103.02,34140,52.25,1.0424,18.08,19.3718,27.815
2016-12-22,72.36,90.87,2.5515,1.1923,0.6792199999999999,103.09,34140,51.73,1.0437,18.04,19.33,27.915
2016-12-23,72.11,90.71,2.5373,1.2016,0.6912699999999999,103.01,34140,51.74,1.0456,18.06,19.28,28.0
2016-12-26,72.11,90.71,2.5373,1.2016,0.6912699999999999,102.97,34140,51.74,1.0455,18.06,19.28,28.0
2016-12-27,72.35,90.75,2.5596,1.2267,0.70068,103.02,34140,52.25,1.0457,18.14,19.405,27.955
2016-12-28,71.87,90.3,2.508,1.254,0.70573,103.3,34140,53.39,1.0413,17.85,19.4,27.995
2016-12-29,71.6,90.35,2.475,1.2122,0.6985600000000001,102.68,34140,53.46,1.0490000000000002,17.57,19.4311,28.005
2016-12-30,71.23,90.26,2.4443,1.1883,0.70214,102.21,34140,53.3,1.0517,17.31,19.35,28.0956
2017-01-02,71.23,90.26,2.4443,1.1883,0.70214,102.78,33140,53.3,1.0455,17.31,19.35,28.0956
2017-01-03,72.27,90.89,2.4444,1.2141,0.7024600000000001,103.21,33140,53.13,1.0405,17.76,19.52,28.165
2017-01-04,71.48,89.89,2.439,1.214,0.70312,102.7,33140,52.71,1.0489,18.05,19.52,28.22
2017-01-05,70.62,88.55,2.3443,1.1621,0.70844,101.52,33140,53.02,1.0607,18.18,19.54,28.33
2017-01-06,71.08,88.5,2.4193,1.2098,0.70953,102.22,33140,53.5,1.0532,17.88,19.56,28.2
2017-01-09,70.48,87.04,2.3647,1.1816,0.7219300000000001,101.93,33140,52.85,1.0574,17.4,19.57,28.265
2017-01-10,69.35,85.93,2.3757,1.1856,0.71216,102.01,33140,51.46,1.0554,17.48,19.57,28.2949
2017-01-11,69.35,86.81,2.3721,1.1855,0.70268,101.78,33140,50.98,1.0582,17.69,19.57,28.37
2017-01-12,69.03,86.34,2.3631,1.1733,0.6913,101.35,33140,52.3,1.0613,17.44,19.6123,28.395
2017-01-13,69.08,86.35,2.3964,1.1931,0.69108,101.18,33140,52.64,1.0643,17.45,19.5706,28.34
2017-01-16,69.08,86.35,2.3964,1.1931,0.69108,101.18,33140,52.17,1.0601,17.45,19.5706,28.34
2017-01-17,69.73,87.36,2.3253,1.1524,0.70735,100.33,33140,52.6,1.0713,17.44,19.5601,28.445
2017-01-18,69.32,86.28,2.4296,1.2214,0.69524,100.93,33140,52.22,1.063,17.33,19.6004,28.285
2017-01-19,68.73,84.73,2.4739,1.2214,0.68952,101.15,33140,51.45,1.0664,17.27,19.52,28.285
2017-01-20,68.59,85.89,2.4668,1.1885,0.69296,100.74,33140,51.8,1.0703,17.61,19.6299,28.3
2017-01-23,67.99,84.97,2.3971,1.1434,0.70718,100.16,33140,52.1,1.0765,17.42,19.61,28.395
2017-01-24,67.87,85.09,2.4652,1.1924,0.71318,100.35,33140,52.51,1.0731,17.7,19.5677,28.33
2017-01-25,68.13,85.34,2.5116,1.2341,0.72042,100.03,33140,52.14,1.0748,17.75,19.561,28.245
2017-01-26,68.55,85.6,2.5043,1.2242,0.7173,100.38,33140,52.91,1.0682,17.75,19.51,28.29
2017-01-27,68.95,85.51,2.4843,1.2182,0.70598,100.53,33140,52.88,1.0699,17.41,19.6252,28.335
2017-01-30,67.88,84.86,2.4881,1.2122,0.70126,100.43,33140,52.78,1.0695,16.53,19.63,28.32
2017-01-31,67.77,83.89,2.4531,1.2044,0.69645,99.512,32230,52.19,1.0798,16.75,19.66,28.365
2017-02-01,67.61,82.94,2.4699,1.2125,0.7058300000000001,99.641,32230,52.76,1.0769,16.59,19.57,28.31
2017-02-02,68.5,83.45,2.4737,1.2046,0.70503,99.79,32230,53.93,1.0759,16.68,19.617,28.3
2017-02-03,69.18,83.54,2.4648,1.1969,0.70923,99.868,32230,54.24,1.0783,17.23,19.617,28.285
2017-02-06,68.19,83.31,2.4077,1.149,0.7098399999999999,99.90700000000001,32230,53.77,1.075,16.52,19.7,28.355
2017-02-07,66.82,82.77,2.3931,1.165,0.70622,100.26,32230,52.78,1.0683,16.03,19.63,28.355
2017-02-08,66.77,81.48,2.3363,1.141,0.7027399999999999,100.28,32230,52.13,1.0698,15.88,19.6625,28.445
2017-02-09,68.19,81.84,2.3948,1.1772,0.7061,100.65,32230,52.76,1.0655,16.05,19.64,28.38
2017-02-10,68.47,82.52,2.4073,1.1895,0.70444,100.8,32230,53.23,1.0643,16.19,19.645,28.41
2017-02-13,67.39,83.0,2.4358,1.2017,0.70381,100.96,32230,53.47,1.0598,16.06,19.58,28.37
2017-02-14,67.16,82.82,2.4698,1.2343,0.70424,101.25,32230,53.31,1.0578,16.41,19.64,28.285
2017-02-15,67.21,83.16,2.4932,1.2466,0.7019,101.18,32230,53.1,1.0601,16.3,19.5622,28.305
2017-02-16,66.44,82.3,2.4467,1.2021,0.6992,100.44,32230,53.14,1.0674,16.17,19.57,28.325
2017-02-17,66.27,81.76,2.4147,1.1882,0.7015899999999999,100.95,32230,53.11,1.0616,16.23,19.6,28.375
2017-02-20,66.27,81.76,2.4147,1.1882,0.7015899999999999,100.95,32230,53.49,1.0614,16.23,19.6,28.375
2017-02-21,66.98,81.89,2.4290000000000003,1.2067,0.71141,101.37,32230,53.88,1.0536,16.38,19.6799,28.375
2017-02-22,65.91,80.93,2.4129,1.2162,0.71154,101.22,32230,53.48,1.0558,15.76,19.7,28.44
2017-02-23,65.25,81.78,2.372,1.1825,0.70677,101.05,32230,53.95,1.0582,15.98,19.7364,28.495
2017-02-24,64.89,81.08,2.3117,1.1428,0.70724,101.09,32230,53.61,1.0563,15.73,19.74,28.585
2017-02-27,65.47,81.54,2.365,1.1944,0.70638,101.13,32230,53.85,1.0587,15.85,19.67,28.5
2017-02-28,65.55,81.32,2.3899,1.2601,0.7038399999999999,101.12,32295,53.4,1.0576,16.0,19.65,28.51
2017-03-01,66.24,83.02,2.4526,1.2842,0.70943,101.78,32295,54.15,1.0547,16.45,19.57,28.32
2017-03-02,65.5,83.3,2.4779,1.3084,0.70826,102.2,32295,53.74,1.0507,16.14,19.52,28.23
2017-03-03,64.86,82.46,2.478,1.3051,0.70609,101.54,32295,53.01,1.0622,16.18,19.5858,28.3
2017-03-06,64.73,82.83,2.4997,1.3053,0.7064,101.64,32295,53.13,1.0582,16.47,19.5681,28.245
2017-03-07,64.7,82.52,2.5179,1.3277,0.7105199999999999,101.81,32295,53.54,1.0566,16.28,19.595,28.22
2017-03-08,62.06,81.03,2.5597,1.3542,0.70252,102.07,32295,52.69,1.0541,14.87,19.64,28.07
2017-03-09,62.5,81.67,2.6053,1.3726,0.71025,101.85,32295,50.82,1.0577,16.07,19.5005,28.01
2017-03-10,62.6,81.61,2.5745,1.3534,0.71006,101.25,32295,49.81,1.0673,16.16,19.4874,28.055
2017-03-13,62.88,81.42,2.6258,1.3719,0.71097,101.31,32295,49.0,1.0653,15.84,19.41,28.005
2017-03-14,63.04,80.99,2.6002,1.3763,0.7107100000000001,101.7,32295,48.63,1.0604,15.32,19.473,27.97
2017-03-15,65.06,82.0,2.4930000000000003,1.2994,0.69565,100.74,32295,49.17,1.0734,15.56,19.4668,28.25
2017-03-16,63.82,82.07,2.5402,1.3322,0.70192,100.36,32295,49.7,1.0766,15.55,19.56,28.205
2017-03-17,64.09,82.0,2.5005,1.3146,0.82768,100.3,32295,49.36,1.0738,15.46,19.62,28.26
2017-03-20,63.66,82.0,2.4607,1.2883,0.9187799999999999,100.41,32295,49.18,1.0739,15.48,19.6094,28.3125
2017-03-21,63.36,81.83,2.4175,1.2598,0.94266,99.81299999999999,32295,49.23,1.0811,15.05,19.6501,28.36
2017-03-22,63.51,81.76,2.405,1.2477,0.94152,99.677,32295,48.28,1.0797,15.02,19.64,28.4
2017-03-23,63.04,81.86,2.4194,1.252,0.94255,99.76,32295,48.35,1.0783,14.68,19.65,28.36
2017-03-24,62.83,81.23,2.4123,1.2566,0.9425899999999999,99.62700000000001,32295,48.26,1.0798,14.61,19.64,28.43
2017-03-27,62.87,81.25,2.3782,1.2527,0.9396899999999999,99.166,32295,48.25,1.0864,14.75,19.74,28.5
2017-03-28,63.4,81.84,2.4178,1.3016,0.93994,99.712,32295,48.84,1.0814,15.23,19.65,28.405
2017-03-29,63.78,82.02,2.3765,1.2698,0.93948,99.99799999999999,32295,49.54,1.0766,15.85,19.6955,28.5
2017-03-30,64.27,83.7,2.4197,1.2818,0.9393600000000001,100.41,32295,50.2,1.0674,15.85,19.64,28.39
2017-03-31,63.36,82.01,2.3874,1.254,0.9393799999999999,100.35,31935,50.43,1.0652,15.8,19.68,28.485
2017-04-03,63.74,82.07,2.3193,1.2261,0.9274600000000001,100.54,31935,50.69,1.067,15.82,19.64,28.43
2017-04-04,64.01,82.37,2.3605,1.252,0.9329999999999999,100.54,31935,50.6,1.0674,16.14,19.6513,28.37
2017-04-05,63.43,82.53,2.3354,1.234,0.9326200000000001,100.56,31935,51.96,1.0663,15.98,19.68,28.465
2017-04-06,63.28,83.01,2.3408,1.2379,0.94368,100.67,31935,51.84,1.0644,16.31,19.6656,28.415
2017-04-07,62.99,82.76,2.3822,1.2862,0.9448200000000001,101.18,31935,52.92,1.0591,16.26,19.6599,28.33
2017-04-10,64.14,83.13,2.3661,1.2741,0.9460200000000001,101.02,31935,53.14,1.0596,16.56,19.5928,28.34
2017-04-11,64.98,82.84,2.2962,1.2338,0.94337,100.71,31935,53.37,1.0605,16.6,19.66,28.385
2017-04-12,65.06,82.97,2.2392,1.2015,0.9401200000000001,100.78,31935,53.69,1.0665,16.41,19.72,28.525
2017-04-13,64.09,81.69,2.2374,1.2053,0.9454,100.49,31935,53.38,1.0613,15.91,19.73,28.57
2017-04-14,64.09,81.69,2.2374,1.2053,0.9454,100.51,31935,53.38,1.0618,15.91,19.73,28.57
2017-04-17,64.03,81.58,2.2498,1.2011,0.94952,100.29,31935,52.96,1.0643,16.02,19.695,28.475
2017-04-18,62.7,81.05,2.1682,1.1604,0.9438799999999999,99.499,31935,52.3,1.073,15.74,19.7,28.56
2017-04-19,61.96,80.49,2.2143,1.1766,0.94653,99.738,31935,51.9,1.0711,15.06,19.685,28.47
2017-04-20,61.93,81.01,2.2319999999999998,1.1846,0.9454899999999999,99.77799999999999,31935,50.49,1.0717,15.09,19.69,28.45
2017-04-21,61.86,80.69,2.248,1.1802,0.94396,99.977,31935,50.01,1.0728,15.16,19.65,28.425
2017-04-24,62.07,81.11,2.273,1.2294,0.9415600000000001,99.09200000000001,31935,49.66,1.0868,15.15,19.67,28.42
2017-04-25,62.5,81.73,2.3322,1.2704,0.94294,98.785,31935,49.22,1.0926,15.61,19.65,28.355
2017-04-26,62.43,81.4,2.3035,1.2717,0.9446,99.045,31935,49.65,1.0904,15.31,19.66,28.395
2017-04-27,61.52,81.26,2.2946,1.2579,0.94726,99.07600000000001,31935,48.9,1.0873,14.88,19.6784,28.43
2017-04-28,61.54,81.65,2.2802,1.2619,0.9472200000000001,99.05,31935,49.33,1.0895,14.87,19.6905,28.485
2017-05-01,60.82,82.06,2.318,1.2739,0.9474,99.07700000000001,31895,49.19,1.0899,14.82,19.6568,28.29
2017-05-02,60.04,82.05,2.2803,1.258,0.94127,98.976,31895,49.02,1.093,14.64,19.5828,28.29
2017-05-03,60.17,82.7,2.318,1.2939,0.93809,99.209,31895,48.38,1.0886,14.85,19.5662,28.2
2017-05-04,58.02,81.64,2.3541,1.3059,0.9202600000000001,98.79700000000001,31895,47.49,1.0985,14.17,19.5,28.11
2017-05-05,60.4,82.02,2.3487,1.3102,0.9244899999999999,98.648,31895,46.6,1.0998,14.29,19.4859,28.115
2017-05-08,60.6,82.89,2.3868,1.3303,0.93574,99.06,31895,46.91,1.0924,14.59,19.49,28.05
2017-05-09,59.88,82.31,2.3977,1.3405,0.94258,99.65799999999999,31895,46.88,1.0874,14.4,19.4297,28.005
2017-05-10,61.33,81.91,2.4141,1.3548,0.94394,99.669,31895,47.35,1.0868,14.7,19.457,28.035
2017-05-11,61.07,82.61,2.3874,1.3347,0.9476,99.62299999999999,31895,48.41,1.0861,14.48,19.48,28.125
2017-05-12,60.87,82.55,2.3257,1.2904,0.9407399999999999,99.25200000000001,31895,48.31,1.0931,14.33,19.5,28.175
2017-05-15,61.31,82.8,2.3433,1.2986,0.9524799999999999,98.911,31895,49.77,1.0975,14.54,19.52,28.09
2017-05-16,60.53,82.55,2.3257,1.2987,0.9459799999999999,98.105,31895,49.75,1.1083,14.43,19.4796,28.105
2017-05-17,60.27,81.99,2.2243,1.2458,0.9469,97.575,31895,49.48,1.1159,14.35,19.6,28.27
2017-05-18,60.29,81.75,2.2294,1.2682,0.9465899999999999,97.87899999999999,31895,49.91,1.1103,14.12,19.61,28.315
2017-05-19,60.64,81.93,2.2346,1.2703,0.9424100000000001,97.14200000000001,31895,50.91,1.1206,14.53,19.62,28.365
2017-05-22,60.59,82.29,2.2537,1.2826,0.9404600000000001,96.984,31895,51.54,1.1237,14.44,19.59,28.315
2017-05-23,61.56,82.58,2.2799,1.3032,0.9410700000000001,97.351,31895,51.34,1.1183,14.56,19.5653,28.28
2017-05-24,61.16,82.29,2.2502,1.2818,0.94783,97.238,31895,51.96,1.1219,14.53,19.51,28.29
2017-05-25,60.71,81.75,2.2554,1.2937,0.94781,97.24799999999999,31895,51.24,1.121,13.5,19.56,28.26
2017-05-26,61.0,81.55,2.2465,1.2937,0.94865,97.44200000000001,31895,49.48,1.1183,13.52,19.598,28.305
2017-05-29,61.0,81.55,2.2465,1.2937,0.94865,97.44200000000001,31895,49.67,1.1164,13.52,19.598,28.305
2017-05-30,60.12,81.1,2.2098,1.2837,0.94971,97.28,31895,49.39,1.1186,13.12,19.6,28.375
2017-05-31,58.93,80.5,2.2028,1.2818,0.94891,96.92200000000001,32290,48.69,1.1244,13.02,19.6186,28.4
2017-06-01,60.51,80.7,2.2114,1.2898,0.9537899999999999,97.198,32290,48.85,1.1213,13.1,19.62,28.36
2017-06-02,60.7,79.5,2.1591,1.2879,0.95,96.715,32290,47.33,1.1279,12.72,19.6004,28.445
2017-06-05,60.06,80.12,2.1817,1.3019999999999998,0.9481299999999999,96.79899999999999,32290,47.37,1.1254,12.78,19.6452,28.39
2017-06-06,61.65,81.21,2.1451,1.294,0.94276,96.63600000000001,32290,46.98,1.1277,12.88,19.66,28.425
2017-06-07,60.13,80.91,2.1729,1.3061,0.9417399999999999,96.74799999999999,32290,46.78,1.1257,12.21,19.62,28.34
2017-06-08,58.61,80.62,2.1885,1.3143,0.94544,96.91799999999999,32290,45.78,1.1214,12.09,19.62,28.33
2017-06-09,61.01,82.13,2.2005,1.3347,0.9491700000000001,97.274,32290,45.49,1.1195,12.54,19.615,28.295
2017-06-12,60.85,82.93,2.2145,1.3551,0.9506,97.13799999999999,32290,45.94,1.1203,12.62,19.57,28.24
2017-06-13,61.0,82.96,2.2109,1.3633,0.9545,96.975,32290,46.01,1.1211,13.01,19.5394,28.25
2017-06-14,60.12,82.07,2.1256,1.331,0.95045,96.939,32290,45.16,1.1218,12.64,19.5394,28.28
2017-06-15,59.4,82.26,2.1637,1.3514,0.9543200000000001,97.43299999999999,32290,44.38,1.1145,12.37,19.43,28.14
2017-06-16,61.83,83.49,2.1514,1.3151,1.01893,97.164,32290,44.58,1.1198,12.52,19.5,28.165
2017-06-19,62.03,82.76,2.1879,1.3559999999999999,1.14208,97.54799999999999,32290,44.46,1.1149,12.49,19.48,28.135
2017-06-20,60.77,82.31,2.1565,1.3439,1.18669,97.76,32290,43.9,1.1134,12.06,19.4725,28.185
2017-06-21,59.88,81.44,2.1634,1.3481,1.18823,97.559,32290,43.14,1.1168,11.61,19.4808,28.205
2017-06-22,60.21,81.08,2.1477,1.3401,1.18487,97.59299999999999,32290,42.58,1.1152,11.59,19.55,28.31
2017-06-23,60.12,81.61,2.1423,1.3404,1.18803,97.264,32290,43.02,1.1194,11.53,19.55,28.31
2017-06-26,60.01,81.24,2.137,1.3323,1.1893,97.426,32290,43.14,1.1182,11.53,19.61,28.385
2017-06-27,59.63,81.11,2.2051,1.3692,1.19551,96.39399999999999,32290,44.23,1.1339,11.35,19.4978,28.24
2017-06-28,59.57,81.53,2.2279,1.3533,1.1952399999999999,96.01,32290,44.48,1.1378,11.45,19.507,28.275
2017-06-29,59.8,80.7,2.2666,1.3692,1.1977799999999998,95.62799999999999,32290,45.36,1.1441,11.71,19.4521,28.14
2017-06-30,59.87,80.73,2.3037,1.3817,1.1982,95.62799999999999,32660,45.63,1.1426,11.85,19.43,28.085
2017-07-03,61.26,82.1,2.3499,1.4101,1.1989100000000001,96.21799999999999,32660,47.17,1.1364,12.14,19.39,27.96
2017-07-04,61.26,82.1,2.3499,1.4101,1.1989100000000001,96.21799999999999,32660,47.57,1.1346,12.14,19.39,27.96
2017-07-05,59.75,80.85,2.3232,1.4022,1.19801,96.29,32660,47.04,1.1352,11.74,19.393,28.025
2017-07-06,58.87,80.12,2.3659,1.3944,1.19753,95.802,32660,46.52,1.1423,11.59,19.4,27.93
2017-07-07,58.68,80.22,2.3856,1.399,1.20123,96.008,32660,45.11,1.1401,11.47,19.34,27.855
2017-07-10,58.77,80.16,2.373,1.383,1.2042,96.022,32660,44.77,1.1399,11.52,19.35,27.845
2017-07-11,58.94,80.6,2.3605,1.3751,1.19825,95.669,32660,44.79,1.1467,11.59,19.38,27.93
2017-07-12,59.16,80.96,2.3177,1.3429,1.19626,95.76100000000001,32660,46.02,1.1412,11.43,19.43,28.025
2017-07-13,59.5,80.97,2.3444,1.3633,1.18976,95.728,32660,45.66,1.1398,11.45,19.43,27.995
2017-07-14,59.82,81.28,2.3319,1.3556,1.18517,95.15299999999999,32660,46.4,1.147,11.65,19.43,28.01
2017-07-17,60.04,80.86,2.3141,1.3557,1.18761,95.12799999999999,32660,46.8,1.1478,11.59,19.4308,28.06
2017-07-18,60.24,80.6,2.259,1.3477,1.1865700000000001,94.604,32660,46.45,1.1554,11.68,19.505,28.155
2017-07-19,60.89,80.85,2.2696,1.3559999999999999,1.18628,94.779,32660,46.85,1.1515,12.25,19.4906,28.17
2017-07-20,60.52,80.86,2.2589,1.3521,1.18934,94.306,32660,47.48,1.1631,12.1,19.452,28.11
2017-07-21,60.03,80.12,2.2375,1.3402,1.19428,93.85799999999999,32660,46.99,1.1663,11.85,19.5,28.14
2017-07-24,59.41,79.87,2.2552,1.3567,1.20894,93.977,32660,46.01,1.1642,11.88,19.48,28.135
2017-07-25,61.01,80.27,2.3354,1.3899,1.1963700000000002,94.054,32660,47.11,1.1647,12.34,19.43,28.055
2017-07-26,61.59,80.37,2.2872,1.3551,1.19106,93.67200000000001,32660,48.51,1.1734,12.18,19.5,28.12
2017-07-27,62.14,80.83,2.3103,1.3631,1.196,93.86399999999999,32660,48.88,1.1677,12.23,19.4716,28.1
2017-07-28,62.73,79.6,2.2889,1.3472,1.19615,93.259,32660,49.46,1.1751,12.36,19.4907,28.165
2017-07-31,61.93,80.04,2.2942,1.3491,1.20064,92.863,32850,49.97,1.1842,12.23,19.494,28.14
2017-08-01,61.53,80.17,2.2532,1.3411,1.20757,93.04299999999999,32850,49.61,1.1802,11.91,19.48,28.14
2017-08-02,61.37,80.6,2.271,1.359,1.1972,92.836,32850,49.75,1.1856,12.04,19.5,28.13
2017-08-03,61.55,80.49,2.2212,1.339,1.19699,92.839,32850,50.26,1.187,12.51,19.51,28.215
2017-08-04,62.09,80.21,2.262,1.3509,1.19239,93.542,32850,49.96,1.1773,12.9,19.5,28.165
2017-08-07,61.83,80.16,2.253,1.3509,1.19295,93.432,32850,50.06,1.1795,12.35,19.5,28.185
2017-08-08,61.35,79.96,2.2619,1.3508,1.19449,93.647,32850,50.5,1.1752,12.37,19.52,28.22
2017-08-09,61.66,80.21,2.2476,1.3387,1.1823,93.54799999999999,32850,50.48,1.1759,12.2,19.56,28.275
2017-08-10,61.34,78.97,2.1975,1.3246,1.17804,93.40100000000001,32850,50.7,1.1772,12.05,19.58,28.34
2017-08-11,61.13,78.21,2.1888,1.294,1.1829,93.069,32850,49.37,1.1821,12.12,19.595,28.335
2017-08-14,61.24,78.23,2.2185,1.3182,1.18675,93.411,32850,49.46,1.178,11.63,19.51,28.215
2017-08-15,60.62,78.04,2.2728,1.3465,1.1881700000000002,93.853,32850,48.45,1.1735,11.53,19.4947,28.14
2017-08-16,59.7,77.47,2.222,1.3261,1.18745,93.541,32850,48.69,1.1767,11.19,19.54,28.21
2017-08-17,58.92,76.26,2.1853,1.2956,1.19246,93.62200000000001,32850,48.07,1.1723,10.82,19.55,28.275
2017-08-18,59.15,76.64,2.1939,1.3054,1.1901899999999999,93.434,32850,48.86,1.1761,10.87,19.54,28.26
2017-08-21,58.84,76.38,2.1817,1.3012,1.19048,93.095,32850,49.8,1.1815,10.77,19.5336,28.275
2017-08-22,59.16,76.74,2.2131,1.3216,1.18765,93.545,32850,49.5,1.1762,10.89,19.52,28.235
2017-08-23,59.6,76.61,2.166,1.3051,1.19423,93.147,32850,49.49,1.1807,11.02,19.56,28.325
2017-08-24,59.13,76.33,2.1939,1.3297,1.19605,93.277,32850,49.76,1.1799,10.99,19.500999999999998,28.26
2017-08-25,59.22,76.72,2.1659,1.3315,1.19287,92.74,32850,49.93,1.1924,11.05,19.54,28.29
2017-08-28,59.13,76.47,2.1571,1.3253,1.19077,92.20700000000001,32850,49.86,1.1979,10.92,19.535,28.32
2017-08-29,59.08,76.45,2.1292,1.3155,1.19649,92.249,32850,49.51,1.1972,10.88,19.58,28.345
2017-08-30,59.17,76.1,2.1309,1.3255,1.1961899999999999,92.884,32850,49.41,1.1884,10.9,19.551,28.345
2017-08-31,59.7,76.33,2.117,1.3255,1.1963700000000002,92.66799999999999,32710,49.36,1.1909999999999998,11.12,19.634,28.42
2017-09-01,59.75,76.57,2.1657,1.3419999999999999,1.19622,92.814,32710,49.68,1.186,11.27,19.57,28.35
2017-09-04,59.75,76.57,2.1657,1.3419999999999999,1.19622,92.635,32710,50.36,1.1896,11.27,19.57,28.35
2017-09-05,60.72,77.18,2.0596,1.29,1.19929,92.25200000000001,32710,50.99,1.1914,11.29,19.6794,28.565
2017-09-06,61.62,78.78,2.1046,1.3021,1.20249,92.29,32710,52.04,1.1917,11.73,19.66,28.48
2017-09-07,61.86,79.03,2.0387,1.262,1.19626,91.663,32710,52.48,1.2023,11.78,19.69,28.62
2017-09-08,60.24,78.82,2.0507,1.262,1.19559,91.352,32710,52.53,1.2036,11.31,19.73,28.62
2017-09-11,60.41,79.25,2.1306,1.3186,1.20089,91.875,32710,51.82,1.1953,11.49,19.651,28.515
2017-09-12,60.78,79.5,2.1672,1.3348,1.19451,91.882,32710,52.08,1.1967,11.59,19.66,28.4554
2017-09-13,61.55,79.77,2.1883,1.3471,1.19429,92.52,32710,52.92,1.1885,11.91,19.61,28.42
2017-09-14,61.58,80.09,2.1847,1.3615,1.19584,92.124,32710,53.63,1.1919,11.93,19.64,28.455
2017-09-15,61.35,80.07,2.2023,1.3803,1.19747,91.87200000000001,32710,53.64,1.1945,12.0,19.6279,28.45
2017-09-18,61.8,80.09,2.2287,1.3947,1.19681,92.04700000000001,32710,53.78,1.1954,12.02,19.63,28.44
2017-09-19,61.86,80.22,2.2446,1.4011,1.19305,91.79299999999999,32710,53.81,1.1994,12.0,19.6038,28.39
2017-09-20,62.49,80.55,2.2676,1.4382,1.18784,92.508,32710,54.06,1.1892,12.42,19.56,28.31
2017-09-21,62.75,79.89,2.2765,1.4385,1.19433,92.259,32710,54.59,1.1941,12.73,19.52,28.255
2017-09-22,62.94,79.92,2.2499,1.431,1.19528,92.171,32710,54.84,1.1951,12.79,19.5706,28.33
2017-09-25,64.58,80.98,2.2198,1.423,1.2014200000000002,92.648,32710,55.62,1.1848,13.19,19.6,28.4
2017-09-26,64.44,80.89,2.2357,1.4356,1.20497,92.96600000000001,32710,56.43,1.1793,13.4,19.6,28.375
2017-09-27,65.19,81.43,2.3103,1.4707,1.19745,93.361,32710,56.07,1.1745,13.73,19.55,28.275
2017-09-28,64.97,82.19,2.3085,1.4508,1.19644,93.085,32710,55.59,1.1786,13.53,19.565,28.27
2017-09-29,64.21,81.98,2.3336,1.4827,1.19316,93.07600000000001,32710,55.2,1.1814,13.56,19.53,28.19
2017-10-02,64.11,81.63,2.3408,1.4828,1.18636,93.559,32770,54.6,1.1733,13.59,19.47,28.1325
2017-10-03,63.98,81.76,2.3229,1.4709999999999999,1.1935799999999999,93.569,32770,54.28,1.1744,13.76,19.508,28.195
2017-10-04,64.39,81.79,2.3229,1.4711,1.19597,93.458,32770,53.93,1.1759,13.9,19.52,28.225
2017-10-05,64.35,82.02,2.3480000000000003,1.4873,1.20166,93.961,32770,54.62,1.1711,13.88,19.5086,28.19
