,OXY,XOM,USGG10YR,USGG2YR,CL1,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP,XOM,MRO,OXY,CL1
,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,VOLUME,VOLUME,VOLUME,VOLUME
2015-09-21,66.773,73.39,2.2012,0.7062,46.68,,95.894,32161,43.81,1.119,16.11,19.19,27.555,10852972,13935333,3424926,104528
2015-09-22,65.7334,72.74,2.1337,0.6738,45.83,,96.283,32161,43.84,1.112,15.66,19.19,27.655,14245205,12251616,6193955,29991
2015-09-23,64.7938,72.3,2.1497,0.6993,44.48,,96.068,32161,44.69,1.1186,15.3,19.12,27.595,13784836,12544982,3909010,411957
2015-09-24,65.0537,72.73,2.1266,0.6798,44.91,,95.994,32161,44.48,1.123,15.45,19.12,27.6254,14584249,12053656,4369334,371976
2015-09-25,66.0933,73.23,2.1623,0.6918,45.7,,96.269,32161,43.76,1.1195,15.75,19.12,27.4555,15175317,13876852,5653486,338622
2015-09-28,63.6143,72.6,2.0949,0.6683,44.43,,96.034,32161,43.54,1.1244,14.76,19.05,27.475,14571908,9936732,4811202,273906
2015-09-29,64.444,72.97,2.0508,0.6486,45.23,,95.855,32161,43.51,1.1249,14.97,19.09,27.545,13754439,10994768,4058534,265176
2015-09-30,66.1233,74.35,2.0368,0.6289,45.09,,96.35,32017,43.58,1.1177,15.4,19.11,27.61,18176502,13709299,5168550,355853
2015-10-01,65.9433,74.06,2.0368,0.6447,44.74,,96.185,32017,44.48,1.1195,15.31,19.16,27.7,14397814,14181283,5161529,478979
2015-10-02,68.7622,75.88,1.9929,0.5794,45.54,,95.83,32017,43.82,1.1216,16.66,19.2601,27.895,18811345,11643516,4839832,420740
2015-10-05,70.6215,76.81,2.0562,0.6052,46.26,,96.106,32017,44.95,1.1188,18.05,19.2416,27.805,18486731,17565654,4629036,323061
2015-10-06,71.5611,77.89,2.0315,0.6012,48.53,,95.455,32017,46.08,1.1272,19.17,19.28,27.88,18757917,25583557,6591650,453101
2015-10-07,71.861,79.2,2.0668,0.625,47.81,,95.497,32017,48.24,1.1237,19.17,19.25,27.865,18703210,26627425,7653000,547488
2015-10-08,74.0401,80.03,2.104,0.633,49.43,,95.318,32017,48.1,1.1276,20.18,19.26,27.83,14344692,17094873,6135423,509760
2015-10-09,73.5703,79.26,2.0881,0.637,49.63,,94.813,32017,48.79,1.1358,19.59,19.26,27.75,17384670,14167958,5815557,508680
2015-10-12,73.0105,79.3,2.0881,0.637,47.1,,94.841,32017,47.97,1.1358,18.96,19.26,27.845,9931754,13787220,3293320,408663
2015-10-13,72.6806,79.16,2.0439,0.617,46.66,,94.759,32017,46.0,1.1379,18.59,19.26,27.83,12326598,10355556,3054765,465388
2015-10-14,73.8701,80.16,1.9718,0.5487,46.64,,93.931,32017,45.21,1.1474,18.91,19.29,27.89,14485998,8545639,4263853,348241
2015-10-15,74.6898,81.48,2.0175,0.5968,46.38,,94.371,32017,45.05,1.1386,19.43,19.28,27.816,13640875,9403822,5442610,370940
2015-10-16,74.2,82.48,2.0334,0.6088,47.26,,94.54,32017,45.71,1.1348,19.28,19.23,27.79,14304431,8146191,5191599,198127
2015-10-19,72.6806,80.99,2.0228,0.5866,45.89,,94.928,32017,44.92,1.1327,18.28,19.23,27.7225,14155779,9449503,4920879,125840
2015-10-20,72.5507,80.83,2.067,0.629,45.55,,94.913,32017,43.87,1.1346,18.56,19.17,27.68,12340108,7885854,4464717,38948
2015-10-21,71.9809,80.21,2.0228,0.6209,45.2,,95.035,32017,43.67,1.1339,18.02,19.208,27.73,10286440,8141830,3651576,384288
2015-10-22,74.31,82.89,2.0263,0.6006,45.38,,96.378,32017,43.44,1.1109,18.48,19.2197,27.795,14823462,9018802,4261661,322742
2015-10-23,73.6802,82.98,2.0866,0.6413,44.6,,97.127,32017,43.45,1.1018,18.3,19.2,27.76,13215678,8455285,4026512,406577
2015-10-26,71.631,81.22,2.0564,0.6372,43.98,,96.861,32017,43.13,1.1058,17.59,19.18,27.77,12576449,7277770,3858126,302084
2015-10-27,70.1716,81.09,2.037,0.6209,43.2,,96.906,32017,42.4,1.1051,17.11,19.22,27.81,13579364,11897209,4484862,370825
2015-10-28,73.7802,82.28,2.1009,0.7029,45.94,,97.782,32017,43.2,1.0923,17.68,19.22,27.665,12473034,12690173,7533311,521518
2015-10-29,74.1001,82.23,2.1725,0.7236,46.06,,97.282,32017,44.34,1.0977,17.55,19.11,27.59,10341163,16921256,4827064,436513
2015-10-30,74.5099,82.74,2.1421,0.7240000000000001,46.59,,96.946,32017,43.66,1.1006,18.38,19.18,27.695,18758594,15400260,4684083,363307
2015-11-02,75.5495,85.28,2.1709,0.7531,46.14,,96.928,32034,43.95,1.1016,19.01,19.11,27.65,21266523,10944587,4634650,305518
2015-11-03,76.5691,86.85,2.2105,0.7657,47.9,,97.158,32034,43.89,1.0964,19.66,19.12,27.625,20115909,12060447,5243151,434574
2015-11-04,75.7294,85.98,2.225,0.8116,46.32,,97.95,32034,44.43,1.0866,19.4,19.06,27.57,14245441,9137098,4415161,459307
2015-11-05,75.6794,84.81,2.2323,0.8256,45.2,,97.936,32034,43.28,1.0884,19.0,19.04,27.5,12291124,19123165,3953316,437646
2015-11-06,75.0697,84.47,2.3252,0.8859,44.29,,99.168,32034,42.72,1.0741,18.29,18.96,27.365,12491678,15275250,3652464,448133
2015-11-09,75.1796,81.95,2.3436,0.8821,43.87,,98.979,32034,42.13,1.0752,18.36,18.998,27.35,13551176,10110548,4096303,487992
2015-11-10,76.2292,82.35,2.3419,0.8744,44.21,,99.293,32034,42.26,1.0724,18.78,19.02,27.35,14238006,8711069,4063886,445973
2015-11-11,75.5894,81.62,2.3301,0.8744,42.93,,99.013,32034,41.53,1.0743,17.3,19.02,27.33,9598043,14112498,5102099,502371
2015-11-12,73.1105,79.41,2.3116,0.8706,41.75,,98.649,32034,40.21,1.0814,17.2,19.02,27.355,16050638,10661215,3867145,545351
2015-11-13,73.4803,78.1,2.2658,0.8347,40.74,,98.998,32034,39.21,1.0773,17.14,19.01,27.395,17527266,8965642,3690909,480893
2015-11-16,74.9397,80.9,2.2676,0.851,41.74,,99.442,32034,38.18,1.0686,17.87,19.02,27.385,14548134,9262093,4423031,535179
2015-11-17,74.22,79.96,2.2658,0.8511,40.67,,99.631,32034,38.29,1.0642,17.71,19.01,27.425,10011689,6618424,3348896,363714
2015-11-18,75.7394,80.74,2.2728,0.8756,40.75,,99.652,32034,38.04,1.0659999999999998,17.9,19.01,27.465,10884594,11540253,3602303,251518
2015-11-19,75.2696,80.3,2.2482,0.8921,40.54,,98.989,32034,38.52,1.0734,17.64,19.01,27.565,9453285,9794769,3755384,131356
2015-11-20,74.0601,79.79,2.2623,0.9172,40.39,,99.565,32034,38.37,1.0646,17.42,19.05,27.565,10144448,8416880,3240858,33714
2015-11-23,74.0701,80.28,2.2377,0.9174,41.75,,99.803,32034,38.35,1.0636,17.53,19.07,27.63,11868403,9373334,2492105,516190
2015-11-24,75.8693,81.88,2.2377,0.9303,42.87,,99.527,32034,39.59,1.0643,18.5,19.1,27.655,15055512,11709507,4274639,430304
2015-11-25,75.3495,81.25,2.2341,0.9343,43.04,,99.795,32034,39.81,1.0624,18.11,19.11,27.645,8980425,6276994,2949354,383158
2015-11-26,75.3495,81.25,2.2341,0.9343,43.04,,99.795,32034,39.65,1.061,18.11,19.11,27.645,8980425,6276994,2949354,383158
2015-11-27,75.1596,81.23,2.2201,0.9185,41.71,,100.02,32034,39.08,1.0593,17.44,19.15,27.645,4156645,3696116,1415320,316475
2015-11-30,75.5595,81.66,2.206,0.9304,41.65,,100.17,32001,38.93,1.0565,17.51,19.11,27.655,17729175,11798439,5466227,369509
2015-12-01,76.65899999999998,81.89,2.1431,0.9067,41.85,,99.795,32001,39.25,1.0633,17.63,19.15,27.7475,13916981,8820211,4660658,415537
2015-12-02,75.2796,79.55,2.1797,0.9345,39.94,,99.993,32001,38.4,1.0615,16.67,19.0919,27.66,16299981,11031658,6622359,545289
2015-12-03,72.4007,78.41,2.3136,0.9505,41.08,,97.621,32001,37.84,1.094,16.55,19.017,27.455,14870252,14461750,6962144,496884
2015-12-04,71.691,78.86,2.2693,0.9388,39.97,,98.354,32001,38.03,1.0881,16.12,19.08,27.545,20156434,10743011,8909597,510758
2015-12-07,69.292,76.8,2.2288,0.9269,37.65,,98.655,32001,36.4,1.0837,14.78,19.0499,27.56,17676103,15175250,7639497,635413
2015-12-08,67.2728,74.63,2.2182,0.929,37.51,,98.474,32001,35.25,1.0892,14.92,19.02,27.565,24217600,18275122,7669139,767184
2015-12-09,67.9225,75.63,2.2164,0.923,37.16,,97.345,32001,34.74,1.1025,14.5,19.02,27.52,22036336,15728651,4973351,646166
2015-12-10,68.3924,75.69,2.2305,0.9432,36.76,,97.939,32001,34.64,1.0941,14.74,18.9799,27.415,20142376,10257654,5003785,513940
2015-12-11,66.0033,74.34,2.127,0.875,35.62,,97.565,32001,33.71,1.0986,14.34,19.04,27.54,20473141,11234069,6358261,505406
2015-12-14,66.6231,76.03,2.2217,0.9435,36.31,,97.604,32001,32.55,1.0992,13.96,18.96,27.32,21976535,14612613,6615373,550476
2015-12-15,68.4124,79.43,2.2658,0.9639,37.35,,98.217,32001,32.56,1.0931,14.46,18.9101,27.29,24366833,12972855,5330582,474159
2015-12-16,68.8422,79.15,2.296,1.0025,35.52,,97.871,32001,32.28,1.0912,13.78,18.86,27.2,17233853,15943233,5563722,402967
2015-12-17,66.3932,77.96,2.2234,0.9844,34.95,,99.27,32001,31.49,1.0826,12.78,18.894,27.325,17362915,18589186,5748233,196227
2015-12-18,65.9334,77.28,2.204,0.9522,34.73,,98.703,32001,31.63,1.0868,12.47,18.98,27.395,28835969,27418602,7027355,116038
2015-12-21,66.1133,77.26,2.1917,0.9442,34.74,,98.363,32001,30.74,1.0915,12.52,18.957,27.345,14460450,13683740,4534425,27286
2015-12-22,66.9529,77.65,2.2357,0.9729,36.14,,98.235,32001,31.15,1.0957,12.69,18.9258,27.305,13855761,9509734,5755295,302263
2015-12-23,69.182,80.19,2.2534,0.9812,37.5,,98.341,32001,31.25,1.0912,13.96,18.91,27.355,15184195,14590137,5647940,374658
2015-12-24,69.172,79.33,2.241,0.9983,38.1,,97.984,32001,32.17,1.0963,13.93,18.97,27.3773,5848311,5709480,2206369,205873
2015-12-25,69.172,79.33,2.241,0.9983,38.1,,97.847,32001,32.17,1.096,13.93,18.97,27.3773,5848311,5709480,2206369,205873
2015-12-28,67.9625,78.74,2.2304,1.0067,36.81,,97.919,32001,31.71,1.0968,12.98,18.97,27.42,9715843,9519539,3520340,220644
2015-12-29,68.1625,79.16,2.305,1.0911,37.87,,98.101,32001,31.55,1.092,13.03,18.97,27.245,8838979,8141903,3503381,241945
2015-12-30,66.9929,78.11,2.2943,1.0713,36.6,,98.266,32001,31.42,1.0933,12.38,18.97,27.27,9314646,9897906,3137124,267912
2015-12-31,67.5827,77.95,2.2694,1.0477,37.04,,98.631,32945,31.27,1.0862,12.59,19.18,27.315,10285519,10140975,4618026,283623
2016-01-01,67.5827,77.95,2.2694,1.0477,37.04,,98.683,32945,31.27,1.0856,12.59,19.18,27.315,10285519,10140975,4618026,283623
2016-01-04,67.3828,77.46,2.2428,1.0358,36.76,,98.869,32945,31.79,1.0831,12.82,19.0,27.42,20400084,12667626,4777618,431985
2016-01-05,68.5023,78.12,2.2357,1.0139,35.97,,99.404,32945,31.21,1.0748,12.76,19.02,27.4122,11993500,9776980,4467973,410131
2016-01-06,65.4136,77.47,2.1702,0.976,33.97,0.35846,99.181,32945,29.71,1.0781,11.28,19.037,27.4986,18826900,15837537,6740484,563811
2016-01-07,64.234,76.23,2.1455,0.948,33.27,0.35846,98.219,32945,27.85,1.0932,10.67,19.0322,27.4814,21263761,20172902,6562615,617409
2016-01-08,63.1445,74.69,2.1156,0.9318,33.16,0.36138,98.54,32945,28.47,1.0922,10.35,19.1,27.5,19033628,34056366,6203032,596496
2016-01-11,61.1953,73.69,2.1754,0.9317,31.41,0.36346,98.725,32945,27.07,1.0859,9.62,19.0573,27.36,21352955,22275284,9126177,648640
2016-01-12,60.9454,75.2,2.1032,0.9235,30.44,0.36756,98.974,32945,25.76,1.0858,9.19,19.0201,27.42,21864130,25506021,7996876,627218
2016-01-13,60.3756,75.65,2.0927,0.9073,30.48,0.36247,98.933,32945,25.69,1.0877,8.54,19.06,27.485,26052729,26857652,7836353,637903
2016-01-14,63.9741,79.12,2.0874,0.8911,31.2,0.35817,99.089,32945,25.0,1.0865,9.07,19.02,27.465,33806670,33825791,9582273,537906
2016-01-15,62.7646,77.58,2.0347,0.85,29.42,0.3653,98.956,32945,24.74,1.0916,8.14,19.06,27.465,28342063,39565456,7414443,329094
2016-01-18,62.7646,77.58,2.0347,0.85,29.42,0.3653,98.956,32945,23.58,1.0892,8.14,19.06,27.465,28342063,39565456,7414443,329094
2016-01-19,61.4352,76.4,2.0556,0.87,28.46,0.37035,98.991,32945,23.85,1.0908,7.68,19.033,27.46,22684537,29537160,7852015,188026
2016-01-20,59.5959,73.18,1.9824,0.8212,26.55,0.36753,99.091,32945,22.48,1.089,7.86,19.06,27.445,33300754,45467994,9785212,32105
2016-01-21,60.8254,74.1,2.0311,0.8331,29.53,0.36298,99.056,32945,22.89,1.0874,8.79,19.04,27.35,22265576,37173900,7201507,694040
2016-01-22,63.7742,76.57,2.0519,0.8691,32.19,0.3697,99.574,32945,25.5,1.0796,9.02,19.0443,27.41,22530323,38960090,7590085,636573
2016-01-25,61.765,73.98,2.0012,0.8567,30.34,0.37399,99.36,32945,25.58,1.0849,8.14,19.07,27.465,17086643,19509580,5622683,606892
2016-01-26,63.2045,76.7,1.9942,0.8401,31.45,0.37859,99.087,32945,25.11,1.087,8.45,19.09,27.505,18724704,16346029,5580941,642432
2016-01-27,64.1341,75.29,1.9993,0.833,32.3,0.37863,98.902,32945,26.4,1.0893,8.75,19.1,27.605,18106113,27289222,6212392,738551
2016-01-28,65.8434,76.99,1.9784,0.8172,33.22,0.38217,98.51,32945,28.28,1.094,9.17,19.11,27.68,16157715,20994430,7598531,833378
2016-01-29,68.8022,77.85,1.9209,0.7737,33.62,0.37793,99.606,32945,29.11,1.0831,9.73,19.2,27.805,25161887,20678011,10015306,618110
2016-02-01,66.5331,76.29,1.9486,0.7975,31.62,0.36965,99.009,32839,29.73,1.0888,9.74,19.2,27.725,16754164,17658134,6053990,595612
2016-02-02,65.4535,74.59,1.8448,0.7183,29.88,0.37383,98.872,32839,28.4,1.0919,8.74,19.2,27.83,21404223,19959918,5763104,602564
2016-02-03,68.1025,78.48,1.8861,0.7223,32.28,0.37166,97.288,32839,28.65,1.1105,9.42,19.247,27.855,25873717,23844281,6419586,811699
2016-02-04,66.9529,79.83,1.8395,0.6984,31.72,0.37653,96.474,32839,29.93,1.1209,9.19,19.21,27.865,23658665,33500297,9267260,696721
2016-02-05,65.4436,80.08,1.8357,0.7221,30.89,0.37733,97.031,32839,29.3,1.1158,8.46,19.18,27.805,26719850,29574042,6392817,616531
2016-02-08,66.1633,81.16,1.7483,0.6662,29.69,0.37956,96.57,32839,29.0,1.1193,7.82,19.2,27.79,26601176,45568024,6595953,603646
2016-02-09,65.1937,80.08,1.726,0.6901,27.94,0.37419,96.071,32839,28.33,1.1293,7.29,19.1569,27.74,18418094,24990041,4970495,738219
2016-02-10,65.6335,79.35,1.6681,0.6859999999999999,27.45,0.36833,95.888,32839,25.93,1.1292,7.13,19.2,27.855,16610943,21711886,7296964,781280
2016-02-11,66.1733,79.6,1.6591,0.6499,26.21,0.37512,95.562,32839,25.21,1.1323,7.06,19.2354,27.9348,19331627,36852987,6039267,795965
2016-02-12,67.0329,81.03,1.7481,0.7137,29.44,0.37371,95.94,32839,26.74,1.1256,7.49,19.2354,27.835,16687846,30427689,5024932,675157
2016-02-15,67.0329,81.03,1.7481,0.7137,29.44,0.37371,95.94,32839,28.44,1.1156,7.49,19.2354,27.835,16687846,30427689,5024932,675157
2016-02-16,67.9825,81.22,1.7723,0.7197,29.04,0.37748,96.868,32839,29.35,1.1144,7.4,19.1617,27.68,15912159,22438863,6296607,651956
2016-02-17,70.6015,82.0,1.819,0.7419,30.66,0.37716,96.786,32839,28.18,1.1128,7.41,19.18,27.65,17006669,63685156,6539832,578639
2016-02-18,70.2616,82.45,1.7396,0.6933,30.77,0.37645,96.951,32839,29.96,1.1107,6.93,19.21,27.7279,14873699,55035595,4878554,225497
2016-02-19,70.2316,82.5,1.7449,0.7418,29.64,0.37784,96.6,32839,29.17,1.113,6.73,19.2007,27.745,13615902,38684766,5546984,103202
2016-02-22,71.65100000000002,82.39,1.7518,0.75,31.48,0.38098,97.379,32839,29.48,1.103,7.49,19.25,27.815,14595198,34565207,4665069,26315
2016-02-23,68.9721,81.23,1.7225,0.7337,31.87,0.379,97.481,32839,28.94,1.102,7.03,19.2572,27.925,11041630,28066293,4214663,539379
2016-02-24,69.4419,81.52,1.7484,0.7539,32.15,0.38113,97.458,32839,28.3,1.1013,7.22,19.3,27.975,13777543,18799310,3447371,652245
2016-02-25,69.65,82.01,1.7157,0.7264,33.07,0.38318,97.287,32839,29.19,1.1018,7.39,19.4155,28.105,13706441,20805594,2522903,611874
2016-02-26,69.8,81.75,1.7623,0.7934,32.78,0.3834,98.148,32839,30.74,1.0934,8.03,19.455,28.035,14343253,36421147,3347839,646294
2016-02-29,68.82,80.15,1.7347,0.7737,33.75,0.3847,98.211,32596,30.13,1.0873,8.21,19.42,28.085,18903553,38489408,4650975,512468
2016-03-01,70.45,81.28,1.8249,0.8391,34.4,0.38146,98.352,32596,31.65,1.0868,7.96,19.41,28.025,15730643,273996613,4472145,566226
2016-03-02,71.61,82.7,1.8406,0.8412,34.66,0.37835,98.214,32596,31.72,1.0868,9.1,19.43,28.065,14094352,74553133,4522414,597834
2016-03-03,70.49,82.4,1.8337,0.8452,34.57,0.3792,97.592,32596,31.68,1.0957,9.97,19.4,28.135,13216192,65454090,6663151,512962
2016-03-04,69.72,82.29,1.8741,0.8616,35.92,0.38412,97.34,32596,32.42,1.1005,11.0,19.36,28.045,18402742,86997016,5744777,578290
2016-03-07,70.35,84.46,1.9057,0.9057,37.9,0.38357,97.071,32596,34.43,1.1014,11.03,19.33,27.97,18945555,57536933,6939634,709870
2016-03-08,66.4,82.63,1.8287,0.8659,36.5,0.38692,97.209,32596,35.07,1.1011,10.12,19.37,28.0577,14003912,35596327,7144897,706933
2016-03-09,68.43,82.4,1.876,0.8901,38.29,0.3863,97.173,32596,35.05,1.0999,10.48,19.38,28.04,14139276,30862013,5721562,740632
2016-03-10,68.44,82.18,1.9323,0.9265,37.84,0.38728,96.066,32596,35.23,1.1177,10.59,19.3544,27.91,15898276,33998333,4637739,701435
2016-03-11,69.95,82.19,1.9839,0.9554,38.5,0.38785,96.172,32596,35.62,1.1156,11.16,19.3293,27.8973,15370176,31847020,3925331,564791
2016-03-14,69.05,82.41,1.9592,0.9557,37.18,0.38973,96.624,32596,34.74,1.1103,11.09,19.3293,27.875,13344595,28444971,2938192,489938
2016-03-15,68.33,82.82,1.9699,0.9641,36.34,0.39147,96.633,32596,33.69,1.1109,11.31,19.2525,27.825,9213045,23912140,4179976,446100
2016-03-16,69.42,82.87,1.9081,0.855,38.46,0.38895,95.89,32596,34.5,1.1224,11.52,19.39,28.11,11492063,32600667,3601495,494174
2016-03-17,70.66,84.1,1.8958,0.8633,40.2,0.38907,94.76,32596,36.36,1.1318,11.45,19.4674,28.185,13673859,30781255,4337138,298013
2016-03-18,71.3,84.2,1.8732,0.8353,39.44,0.38988,95.086,32596,36.59,1.127,11.63,19.54,28.33,19637014,41238342,5978247,130151
2016-03-21,70.67,83.62,1.9155,0.872,39.91,0.39211,95.288,32596,36.27,1.1241,11.43,19.48,28.32,8385359,26579705,2326964,31922
2016-03-22,69.61,84.12,1.9403,0.8865,41.45,0.39136,95.648,32596,36.67,1.1217,11.31,19.4799,28.25,13005080,22927146,3321014,463693
2016-03-23,68.29,83.75,1.8786,0.852,39.79,0.3884,96.046,32596,36.19,1.1181,10.19,19.4875,28.305,12748876,31271285,4478906,492003
2016-03-24,68.51,83.98,1.9,0.8689,39.46,0.38942,96.142,32596,34.96,1.1174,10.29,19.47,28.225,9368327,28978679,5142178,495168
2016-03-25,68.51,83.98,1.9,0.8689,39.46,0.38942,96.273,32596,34.96,1.1167,10.29,19.47,28.225,9368327,28978679,5142178,495168
2016-03-28,68.03,84.22,1.886,0.865,39.39,0.39144,95.943,32596,35.48,1.1196,10.16,19.44,28.255,7490353,22606325,2499595,299775
2016-03-29,67.93,84.53,1.8035,0.7843,38.28,0.38687,95.16,32596,34.5,1.1291,10.4,19.6325,28.575,9977887,23919733,3324714,488032
2016-03-30,68.6,84.52,1.8228,0.7567,38.32,0.38277,94.841,32596,34.91,1.1338,10.53,19.58,28.56,10807029,22290266,3037557,542469
2016-03-31,68.43,83.59,1.7687,0.7211,38.34,0.38862,94.586,32343,34.33,1.138,11.14,19.66,28.605,13896906,40209701,3304675,532152
2016-04-01,68.2,82.96,1.7705,0.7224,36.79,0.39694,94.619,32343,34.54,1.1391,10.56,19.68,28.645,12235334,29055373,2629544,547190
2016-04-04,68.19,83.16,1.7618,0.7361,35.7,0.40782,94.51,32343,33.4,1.1391,10.53,19.685,28.645,8050167,21890197,3233764,549477
2016-04-05,67.42,82.21,1.7201,0.72,35.89,0.40427,94.631,32343,32.71,1.1384,10.63,19.66,28.69,10446841,21365951,4191365,485543
2016-04-06,70.12,83.31,1.7549,0.7317,37.75,0.38733,94.43,32343,33.93,1.1399,11.02,19.63,28.615,9320161,26238640,4120751,751048
2016-04-07,69.38,82.37,1.6889,0.6878,37.26,0.38583,94.482,32343,34.71,1.1378,11.22,19.6601,28.705,8267069,23358529,2558835,626749
2016-04-08,70.6,83.21,1.7167,0.695,39.72,0.38493,94.235,32343,36.01,1.1399,11.78,19.71,28.67,9376167,24392705,3212668,817230
2016-04-11,70.79,83.32,1.7254,0.6987,40.36,0.38808,93.95,32343,37.02,1.1408,11.67,19.64,28.6099,9924974,24378122,3170905,679351
2016-04-12,72.45,84.35,1.7761,0.7385,42.17,0.39327,93.959,32343,38.62,1.1386,13.12,19.6,28.47,9986128,43935656,4211047,796837
2016-04-13,72.24,84.83,1.7639,0.7464,41.76,0.38794,94.744,32343,38.91,1.1274,12.92,19.5874,28.505,9235668,30817497,3753218,730437
2016-04-14,74.32,85.43,1.7919,0.7663,41.5,0.38791,94.902,32343,38.58,1.1268,13.11,19.55,28.44,10625784,21211645,6062730,488614
2016-04-15,72.15,84.97,1.7518,0.7335,40.36,0.38593,94.696,32343,38.05,1.1284,13.01,19.5715,28.55,11280211,19535456,4782314,520146
2016-04-18,73.3,85.78,1.7711,0.7414,39.78,0.39575,94.49,32343,36.58,1.1313,13.36,19.55,28.54,9096983,23999581,3763102,342463
2016-04-19,74.86,86.21,1.7851,0.7574,41.08,0.39172,93.976,32343,38.27,1.1358,13.95,19.6395,28.6,10354460,27614440,4027198,101734
2016-04-20,75.07,86.8,1.845,0.7937,42.63,0.39313,94.492,32343,38.46,1.1297,14.06,19.6395,28.48,15247074,26467005,4187240,30086
2016-04-21,74.62,86.79,1.861,0.8058,43.18,0.39301,94.599,32343,40.09,1.1288,13.86,19.55,28.43,12075295,23556958,3228825,671103
2016-04-22,75.85,87.53,1.8878,0.8178,43.73,0.39289,95.116,32343,39.78,1.1222,14.34,19.53,28.4,9150823,26857167,2851904,575107
2016-04-25,75.1,87.33,1.9128,0.8299,42.64,0.3961,94.842,32343,39.4,1.1268,13.83,19.57,28.37,8076440,21633995,3065239,606383
2016-04-26,76.48,87.63,1.9271,0.8608,44.04,0.38995,94.573,32343,39.88,1.1297,14.44,19.5699,28.35,9425865,24287408,3224332,564392
2016-04-27,77.52,88.46,1.8508,0.8173,45.33,0.38655,94.387,32343,41.38,1.1322,14.84,19.61,28.51,10463503,29916298,3678644,648028
2016-04-28,76.23,88.03,1.8243,0.7816,46.03,0.38265,93.761,32343,42.02,1.1352,14.35,19.67,28.665,11276191,21467720,3683334,487412
2016-04-29,76.65,88.4,1.8333,0.7816,45.92,0.37779,93.082,32343,42.7,1.1451,14.09,19.71,28.725,17885945,27966607,4495288,598439
2016-05-02,76.33,89.13,1.8723,0.7896,44.78,0.3822,92.626,32710,42.48,1.1534,13.55,19.6484,28.545,10273739,26223889,3354917,464027
2016-05-03,75.57,88.11,1.7963,0.754,43.65,0.3939,92.944,32710,41.03,1.1496,12.79,19.7,28.595,10137435,25388299,4191874,625551
2016-05-04,73.96,87.94,1.7752,0.7381,43.78,0.39259,93.179,32710,40.45,1.1487,12.17,19.67,28.61,10601143,25287689,6165413,711125
2016-05-05,76.14,88.04,1.7453,0.7182,44.32,0.39832,93.78,32710,41.16,1.1405,12.07,19.68,28.7,8721081,26903657,6338818,746159
2016-05-06,76.06,88.51,1.7789,0.7340000000000001,44.66,0.39567,93.888,32710,40.57,1.1404,12.03,19.68,28.59,7968354,21632791,5258006,695306
2016-05-09,75.54,88.57,1.7507,0.706,43.44,0.39483,94.128,32710,40.77,1.1383,11.44,19.73,28.61,11159506,21257571,3936380,767568
2016-05-10,76.41,89.99,1.7613,0.722,44.66,0.3932,94.29,32710,40.23,1.1372,11.94,19.6964,28.675,12509083,17102274,4696343,709415
2016-05-11,76.31,88.81,1.7367,0.7279,46.23,0.39385,93.823,32710,41.43,1.1426,12.46,19.72,28.7331,11660167,22812100,4523357,869957
2016-05-12,76.48,89.67,1.7516,0.754,46.7,0.39191,94.15,32710,43.33,1.1377,12.33,19.72,28.685,10720505,25073713,3639480,715102
2016-05-13,75.34,88.66,1.7001,0.7459,46.21,0.397,94.608,32710,43.3,1.1309,12.3,19.73,28.78,9721139,15099231,3689927,519363
2016-05-16,76.53,89.57,1.7533,0.7863,47.72,0.40593,94.572,32710,44.37,1.1321,12.78,19.76,28.705,8638664,17294228,4468427,550863
2016-05-17,76.34,89.53,1.7723,0.8309,48.31,0.39767,94.548,32710,44.82,1.1313,12.86,19.7195,28.75,9835599,16167186,5319278,470440
2016-05-18,74.81,89.35,1.8538,0.8918,48.19,0.39234,95.08,32710,44.88,1.1216,12.66,19.532,28.51,9680277,15051505,6095521,343184
2016-05-19,74.84,90.11,1.8487,0.8819,48.16,0.39389,95.287,32710,43.84,1.1203,12.74,19.61,28.4786,14397937,17303595,3963816,108816
2016-05-20,74.96,89.74,1.8384,0.8763,47.75,0.3978,95.334,32710,44.77,1.1224,13.11,19.561,28.46,13191925,17178234,3411321,30362
