,OXY,XOM,USGG10YR,USGG2YR,CL1,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP,XOM,MRO,OXY,CL1
,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,VOLUME,VOLUME,VOLUME,VOLUME
2016-12-02,70.85,87.04,2.3831,1.0957,51.68,0.4595,100.77,34140,50.42,1.0664,18.2,19.49,28.11,9706646,16678730,4153338,667099
2016-12-05,70.98,87.48,2.3941,1.1198,51.79,0.46998,100.09,34140,51.25,1.0764,18.39,19.54,28.14,11741074,14032091,4933441,600782
2016-12-06,70.41,87.56,2.3887,1.1139,50.93,0.45482,100.49,34140,50.98,1.0718,18.35,19.47,28.18,11293620,13954503,4643750,642746
2016-12-07,68.64,88.07,2.3401,1.094,49.77,0.45497,100.23,34140,50.22,1.0753,18.42,19.55,28.23,11182628,14177750,8381761,816879
2016-12-08,69.32,88.32,2.4071,1.1102,50.84,0.46132,101.1,34140,50.04,1.0615,18.38,19.5314,28.195,9086715,14506414,6258052,780062
2016-12-09,70.58,89.0,2.4675,1.1329,51.5,0.46283,101.59,34140,50.95,1.0561,18.25,19.51,28.035,8021683,10999743,4563450,652040
2016-12-12,71.39,90.98,2.4712,1.1411,52.83,0.46814,101.03,34140,53.24,1.0635,18.49,19.4817,28.06,15545409,21518418,5439494,847025
2016-12-13,72.35,92.58,2.4713,1.1636,52.98,0.46978,101.07,34140,52.39,1.0626,18.8,19.48,28.045,18829345,18022920,4355549,638396
2016-12-14,70.96,90.58,2.5707,1.2673,51.04,0.47256,101.76,34140,51.83,1.0536,18.2,19.37,27.81,16325355,21318969,3741185,677957
2016-12-15,71.3,90.89,2.5967,1.2738,50.9,0.46742,103.02,34140,50.96,1.0414,18.24,19.3099,27.64,11155111,18064028,4855325,551759
2016-12-16,73.44,91.18,2.5916,1.2524,51.9,0.56755,102.95,34140,51.29,1.0451,18.59,19.27,27.57,20560435,20606480,9264720,252567
2016-12-19,72.47,90.42,2.5382,1.2221,52.12,0.66447,103.14,34140,52.18,1.0402,18.51,19.3009,27.725,9674437,10731702,3490879,129990
2016-12-20,72.38,90.43,2.5586,1.2163,52.23,0.69235,103.29,34140,51.99,1.0388,18.31,19.36,27.775,7221041,10116033,2953084,26172
2016-12-21,72.16,90.28,2.5348,1.1879,52.49,0.68565,103.02,34140,52.25,1.0424,18.08,19.3718,27.815,7308044,8167334,2450882,471993
2016-12-22,72.36,90.87,2.5515,1.1923,52.95,0.6792199999999999,103.09,34140,51.73,1.0437,18.04,19.33,27.915,8003106,9169496,3700583,393487
2016-12-23,72.11,90.71,2.5373,1.2016,53.02,0.6912699999999999,103.01,34140,51.74,1.0456,18.06,19.28,28.0,4266541,7624357,2344256,285166
2016-12-26,72.11,90.71,2.5373,1.2016,53.02,0.6912699999999999,102.97,34140,51.74,1.0455,18.06,19.28,28.0,4266541,7624357,2344256,285166
2016-12-27,72.35,90.75,2.5596,1.2267,53.9,0.70068,103.02,34140,52.25,1.0457,18.14,19.405,27.955,4960556,5384102,2200529,277306
2016-12-28,71.87,90.3,2.508,1.254,54.06,0.70573,103.3,34140,53.39,1.0413,17.85,19.4,27.995,6745940,8333827,2373358,322535
2016-12-29,71.6,90.35,2.475,1.2122,53.77,0.6985600000000001,102.68,34140,53.46,1.0490000000000002,17.57,19.4311,28.005,6684661,7019998,1939727,360194
2016-12-30,71.23,90.26,2.4443,1.1883,53.72,0.70214,102.21,34140,53.3,1.0517,17.31,19.35,28.0956,9117830,7920492,2641605,271094
2017-01-02,71.23,90.26,2.4443,1.1883,53.72,0.70214,102.78,33140,53.3,1.0455,17.31,19.35,28.0956,9117830,7920492,2641605,271094
2017-01-03,72.27,90.89,2.4444,1.2141,52.33,0.7024600000000001,103.21,33140,53.13,1.0405,17.76,19.52,28.165,10360622,13525956,4393600,727793
2017-01-04,71.48,89.89,2.439,1.214,53.26,0.70312,102.7,33140,52.71,1.0489,18.05,19.52,28.22,9434240,9323117,4151373,512641
2017-01-05,70.62,88.55,2.3443,1.1621,53.76,0.70844,101.52,33140,53.02,1.0607,18.18,19.54,28.33,14443183,9764740,4769923,517362
2017-01-06,71.08,88.5,2.4193,1.2098,53.99,0.70953,102.22,33140,53.5,1.0532,17.88,19.56,28.2,16518128,7807763,3935597,528333
2017-01-09,70.48,87.04,2.3647,1.1816,51.96,0.7219300000000001,101.93,33140,52.85,1.0574,17.4,19.57,28.265,13762259,8866686,5543707,564893
2017-01-10,69.35,85.93,2.3757,1.1856,50.82,0.71216,102.01,33140,51.46,1.0554,17.48,19.57,28.2949,13283083,6969475,3993244,632573
2017-01-11,69.35,86.81,2.3721,1.1855,52.25,0.70268,101.78,33140,50.98,1.0582,17.69,19.57,28.37,11183689,9787363,6423151,815846
2017-01-12,69.03,86.34,2.3631,1.1733,53.01,0.6913,101.35,33140,52.3,1.0613,17.44,19.6123,28.395,10407049,10282420,5343581,660703
2017-01-13,69.08,86.35,2.3964,1.1931,52.37,0.69108,101.18,33140,52.64,1.0643,17.45,19.5706,28.34,8415603,5406827,3739757,477986
2017-01-16,69.08,86.35,2.3964,1.1931,52.37,0.69108,101.18,33140,52.17,1.0601,17.45,19.5706,28.34,8415603,5406827,3739757,477986
2017-01-17,69.73,87.36,2.3253,1.1524,52.48,0.70735,100.33,33140,52.6,1.0713,17.44,19.5601,28.445,13237348,6865047,3776391,606023
2017-01-18,69.32,86.28,2.4296,1.2214,51.08,0.69524,100.93,33140,52.22,1.063,17.33,19.6004,28.285,11831695,9286678,3659302,236238
2017-01-19,68.73,84.73,2.4739,1.2214,51.37,0.68952,101.15,33140,51.45,1.0664,17.27,19.52,28.285,16382903,6267139,3901113,122593
2017-01-20,68.59,85.89,2.4668,1.1885,52.42,0.69296,100.74,33140,51.8,1.0703,17.61,19.6299,28.3,18739659,11179169,4239082,34880
2017-01-23,67.99,84.97,2.3971,1.1434,52.75,0.70718,100.16,33140,52.1,1.0765,17.42,19.61,28.395,11433897,9514775,3129426,455333
2017-01-24,67.87,85.09,2.4652,1.1924,53.18,0.71318,100.35,33140,52.51,1.0731,17.7,19.5677,28.33,11858111,8316047,4946787,520285
2017-01-25,68.13,85.34,2.5116,1.2341,52.75,0.72042,100.03,33140,52.14,1.0748,17.75,19.561,28.245,9578522,8053516,6147386,589709
2017-01-26,68.55,85.6,2.5043,1.2242,53.78,0.7173,100.38,33140,52.91,1.0682,17.75,19.51,28.29,8779446,6978412,3698706,578065
2017-01-27,68.95,85.51,2.4843,1.2182,53.17,0.70598,100.53,33140,52.88,1.0699,17.41,19.6252,28.335,10947882,6444456,3836483,495556
2017-01-30,67.88,84.86,2.4881,1.2122,52.63,0.70126,100.43,33140,52.78,1.0695,16.53,19.63,28.32,12789183,13623395,4550978,486309
2017-01-31,67.77,83.89,2.4531,1.2044,52.81,0.69645,99.512,32230,52.19,1.0798,16.75,19.66,28.365,19128106,10892719,5538449,586676
2017-02-01,67.61,82.94,2.4699,1.2125,53.88,0.7058300000000001,99.641,32230,52.76,1.0769,16.59,19.57,28.31,15111832,11449083,3975702,577243
2017-02-02,68.5,83.45,2.4737,1.2046,53.54,0.70503,99.79,32230,53.93,1.0759,16.68,19.617,28.3,12200100,9235813,4889780,492553
2017-02-03,69.18,83.54,2.4648,1.1969,53.83,0.70923,99.868,32230,54.24,1.0783,17.23,19.617,28.285,12746286,12758614,4069430,462616
2017-02-06,68.19,83.31,2.4077,1.149,53.01,0.7098399999999999,99.907,32230,53.77,1.075,16.52,19.7,28.355,9938198,9566020,3799313,425085
2017-02-07,66.82,82.77,2.3931,1.165,52.17,0.70622,100.26,32230,52.78,1.0683,16.03,19.63,28.355,11705199,14647836,4857230,624057
2017-02-08,66.77,81.48,2.3363,1.141,52.34,0.7027399999999999,100.28,32230,52.13,1.0698,15.88,19.6625,28.445,14006281,13282283,5676701,767379
2017-02-09,68.19,81.84,2.3948,1.1772,53.0,0.7061,100.65,32230,52.76,1.0655,16.05,19.64,28.38,9602988,8911580,6778515,610196
2017-02-10,68.47,82.52,2.4073,1.1895,53.86,0.70444,100.8,32230,53.23,1.0643,16.19,19.645,28.41,8739814,11992619,7394535,596449
2017-02-13,67.39,83.0,2.4358,1.2017,52.93,0.70381,100.96,32230,53.47,1.0598,16.06,19.58,28.37,9071638,14778846,6123996,586034
2017-02-14,67.16,82.82,2.4698,1.2343,53.2,0.70424,101.25,32230,53.31,1.0578,16.41,19.64,28.285,11370525,11092094,8696997,493022
2017-02-15,67.21,83.16,2.4932,1.2466,53.11,0.7019,101.18,32230,53.1,1.0601,16.3,19.5622,28.305,11768513,13241260,4673912,463638
2017-02-16,66.44,82.3,2.4467,1.2021,53.36,0.6992,100.44,32230,53.14,1.0674,16.17,19.57,28.325,10614956,23882206,4905177,343363
2017-02-17,66.27,81.76,2.4147,1.1882,53.4,0.7015899999999999,100.95,32230,53.11,1.0616,16.23,19.6,28.375,15645973,13921148,5259157,195352
2017-02-20,66.27,81.76,2.4147,1.1882,53.4,0.7015899999999999,100.95,32230,53.49,1.0614,16.23,19.6,28.375,15645973,13921148,5259157,195352
2017-02-21,66.98,81.89,2.4290000000000003,1.2067,54.06,0.71141,101.37,32230,53.88,1.0536,16.38,19.6799,28.375,16419612,13302165,4796142,44052
2017-02-22,65.91,80.93,2.4129,1.2162,53.59,0.71154,101.22,32230,53.48,1.0558,15.76,19.7,28.44,12917374,14602335,5177711,499480
2017-02-23,65.25,81.78,2.372,1.1825,54.45,0.70677,101.05,32230,53.95,1.0582,15.98,19.7364,28.495,13847038,16366349,6441463,529880
2017-02-24,64.89,81.08,2.3117,1.1428,53.99,0.70724,101.09,32230,53.61,1.0563,15.73,19.74,28.585,11338715,12131010,5286608,395258
2017-02-27,65.47,81.54,2.365,1.1944,54.05,0.70638,101.13,32230,53.85,1.0587,15.85,19.67,28.5,13465948,11130915,5015678,394380
2017-02-28,65.55,81.32,2.3899,1.2601,54.01,0.7038399999999999,101.12,32295,53.4,1.0576,16.0,19.65,28.51,16834163,13377907,5309417,593909
2017-03-01,66.24,83.02,2.4526,1.2842,53.83,0.70943,101.78,32295,54.15,1.0547,16.45,19.57,28.32,17482122,12991682,5277025,491289
2017-03-02,65.5,83.3,2.4779,1.3084,52.61,0.70826,102.2,32295,53.74,1.0507,16.14,19.52,28.23,14170309,11310758,5647005,638390
2017-03-03,64.86,82.46,2.478,1.3051,53.33,0.70609,101.54,32295,53.01,1.0622,16.18,19.5858,28.3,12304096,6984632,5089671,436360
2017-03-06,64.73,82.83,2.4997,1.3053,53.2,0.7064,101.64,32295,53.13,1.0582,16.47,19.5681,28.245,9617240,8821140,5100805,503692
2017-03-07,64.7,82.52,2.5179,1.3277,53.14,0.7105199999999999,101.81,32295,53.54,1.0566,16.28,19.595,28.22,12711508,11320444,5391588,494677
2017-03-08,62.06,81.03,2.5597,1.3542,50.28,0.70252,102.07,32295,52.69,1.0541,14.87,19.64,28.07,16817743,24467105,7225961,963392
2017-03-09,62.5,81.67,2.6053,1.3726,49.28,0.71025,101.85,32295,50.82,1.0577,16.07,19.5005,28.01,14721795,36557869,8182533,1073506
2017-03-10,62.6,81.61,2.5745,1.3534,48.49,0.71006,101.25,32295,49.81,1.0673,16.16,19.4874,28.055,11355151,24326687,6070041,796960
2017-03-13,62.88,81.42,2.6258,1.3719,48.4,0.71097,101.31,32295,49.0,1.0653,15.84,19.41,28.005,9571361,15432314,6118100,601362
2017-03-14,63.04,80.99,2.6002,1.3763,47.72,0.7107100000000001,101.7,32295,48.63,1.0604,15.32,19.473,27.97,11335678,24942891,5747013,857711
2017-03-15,65.06,82.0,2.4930000000000003,1.2994,48.86,0.69565,100.74,32295,49.17,1.0734,15.56,19.4668,28.25,11970300,15756356,7500332,655788
2017-03-16,63.82,82.07,2.5402,1.3322,48.75,0.70192,100.36,32295,49.7,1.0766,15.55,19.56,28.205,9923804,9523244,5789495,516853
2017-03-17,64.09,82.0,2.5005,1.3146,48.78,0.82768,100.3,32295,49.36,1.0738,15.46,19.62,28.26,18834129,12129438,7553837,172340
2017-03-20,63.66,82.0,2.4607,1.2883,48.22,0.91878,100.41,32295,49.18,1.0739,15.48,19.6094,28.3125,7700258,11142568,4655581,142258
2017-03-21,63.36,81.83,2.4175,1.2598,47.34,0.94266,99.813,32295,49.23,1.0811,15.05,19.6501,28.36,13387665,15350747,6446632,28084
2017-03-22,63.51,81.76,2.405,1.2477,48.04,0.94152,99.677,32295,48.28,1.0797,15.02,19.64,28.4,11168417,10055389,4984519,680849
2017-03-23,63.04,81.86,2.4194,1.252,47.7,0.94255,99.76,32295,48.35,1.0783,14.68,19.65,28.36,8927991,14362607,3975466,499878
2017-03-24,62.83,81.23,2.4123,1.2566,47.97,0.94259,99.627,32295,48.26,1.0798,14.61,19.64,28.43,9128489,11814853,4228916,421027
2017-03-27,62.87,81.25,2.3782,1.2527,47.73,0.93969,99.166,32295,48.25,1.0864,14.75,19.74,28.5,8481162,9639768,3350289,466176
2017-03-28,63.4,81.84,2.4178,1.3016,48.37,0.93994,99.712,32295,48.84,1.0814,15.23,19.65,28.405,11028598,13184954,4961358,502377
2017-03-29,63.78,82.02,2.3765,1.2698,49.51,0.93948,99.998,32295,49.54,1.0766,15.85,19.6955,28.5,8495457,15762081,4351410,548615
2017-03-30,64.27,83.7,2.4197,1.2818,50.35,0.93936,100.41,32295,50.2,1.0674,15.85,19.64,28.39,44704931,13249700,8501408,580668
2017-03-31,63.36,82.01,2.3874,1.254,50.6,0.93938,100.35,31935,50.43,1.0652,15.8,19.68,28.485,21750398,9802733,6520820,527607
2017-04-03,63.74,82.07,2.3193,1.2261,50.24,0.92746,100.54,31935,50.69,1.067,15.82,19.64,28.43,11438652,8428273,4324440,440724
2017-04-04,64.01,82.37,2.3605,1.252,51.03,0.933,100.54,31935,50.6,1.0674,16.14,19.6513,28.37,9270872,9142062,3051136,532054
2017-04-05,63.43,82.53,2.3354,1.234,51.15,0.93262,100.56,31935,51.96,1.0663,15.98,19.68,28.465,13809062,19647056,4740765,651398
2017-04-06,63.28,83.01,2.3408,1.2379,51.7,0.94368,100.67,31935,51.84,1.0644,16.31,19.6656,28.415,9554910,12363554,4285656,473019
2017-04-07,62.99,82.76,2.3822,1.2862,52.24,0.94482,101.18,31935,52.92,1.0591,16.26,19.6599,28.33,8909620,12551113,3871733,796437
2017-04-10,64.14,83.13,2.3661,1.2741,53.08,0.94602,101.02,31935,53.14,1.0596,16.56,19.5928,28.34,8885298,11566712,4063136,565439
2017-04-11,64.98,82.84,2.2962,1.2338,53.4,0.94337,100.71,31935,53.37,1.0605,16.6,19.66,28.385,8576521,9674099,4828751,598003
2017-04-12,65.06,82.97,2.2392,1.2015,53.11,0.94012,100.78,31935,53.69,1.0665,16.41,19.72,28.525,9516100,16372093,6533850,629805
2017-04-13,64.09,81.69,2.2374,1.2053,53.18,0.9454,100.49,31935,53.38,1.0613,15.91,19.73,28.57,8667873,15490945,4693006,480835
2017-04-14,64.09,81.69,2.2374,1.2053,53.18,0.9454,100.51,31935,53.38,1.0618,15.91,19.73,28.57,8667873,15490945,4693006,480835
2017-04-17,64.03,81.58,2.2498,1.2011,52.65,0.94952,100.29,31935,52.96,1.0643,16.02,19.695,28.475,9577168,11375158,4065041,326340
2017-04-18,62.7,81.05,2.1682,1.1604,52.41,0.94388,99.499,31935,52.3,1.073,15.74,19.7,28.56,8821414,14014903,4404077,202043
2017-04-19,61.96,80.49,2.2143,1.1766,50.44,0.94653,99.738,31935,51.9,1.0711,15.06,19.685,28.47,10764437,13678193,5447455,133173
2017-04-20,61.93,81.01,2.232,1.1846,50.27,0.94549,99.778,31935,50.49,1.0717,15.09,19.69,28.45,11649051,10314427,4094049,33748
2017-04-21,61.86,80.69,2.248,1.1802,49.62,0.94396,99.977,31935,50.01,1.0728,15.16,19.65,28.425,9816669,14072858,4400227,687474
2017-04-24,62.07,81.11,2.273,1.2294,49.23,0.94156,99.092,31935,49.66,1.0868,15.15,19.67,28.42,8729701,12722638,2945205,517897
2017-04-25,62.5,81.73,2.3322,1.2704,49.56,0.94294,98.785,31935,49.22,1.0926,15.61,19.65,28.355,10733813,10929393,3384563,587240
2017-04-26,62.43,81.4,2.3035,1.2717,49.62,0.9446,99.045,31935,49.65,1.0904,15.31,19.66,28.395,9445925,14794164,3559019,655717
2017-04-27,61.52,81.26,2.2946,1.2579,48.97,0.94726,99.076,31935,48.9,1.0873,14.88,19.6784,28.43,12385262,21618281,6506485,771189
2017-04-28,61.54,81.65,2.2802,1.2619,49.33,0.94722,99.05,31935,49.33,1.0895,14.87,19.6905,28.485,12072169,12815391,3724077,633992
2017-05-01,60.82,82.06,2.318,1.2739,48.84,0.9474,99.077,31895,49.19,1.0899,14.82,19.6568,28.29,8664074,7810750,4615127,364386
2017-05-02,60.04,82.05,2.2803,1.258,47.66,0.94127,98.976,31895,49.02,1.093,14.64,19.5828,28.29,9102893,11147998,5447723,702375
2017-05-03,60.17,82.7,2.318,1.2939,47.82,0.93809,99.209,31895,48.38,1.0886,14.85,19.5662,28.2,10289047,12226484,6641184,691319
2017-05-04,58.02,81.64,2.3541,1.3059,45.52,0.92026,98.797,31895,47.49,1.0985,14.17,19.5,28.11,16164528,18856777,11589299,943959
2017-05-05,60.4,82.02,2.3487,1.3102,46.22,0.92449,98.648,31895,46.6,1.0998,14.29,19.4859,28.115,10213004,21878546,7710430,1021610
2017-05-08,60.6,82.89,2.3868,1.3303,46.43,0.93574,99.06,31895,46.91,1.0924,14.59,19.49,28.05,8097077,11747584,5637121,785055
2017-05-09,59.88,82.31,2.3977,1.3405,45.88,0.94258,99.658,31895,46.88,1.0874,14.4,19.4297,28.005,8647093,10126082,4491295,701944
2017-05-10,61.33,81.91,2.4141,1.3548,47.33,0.94394,99.669,31895,47.35,1.0868,14.7,19.457,28.035,9520322,14454263,5881363,819796
2017-05-11,61.07,82.61,2.3874,1.3347,47.83,0.9476,99.623,31895,48.41,1.0861,14.48,19.48,28.125,10047312,12619308,3924825,661783
2017-05-12,60.87,82.55,2.3257,1.2904,47.84,0.94074,99.252,31895,48.31,1.0931,14.33,19.5,28.175,7480240,17497995,3675942,537490
2017-05-15,61.31,82.8,2.3433,1.2986,48.85,0.95248,98.911,31895,49.77,1.0975,14.54,19.52,28.09,10881472,15984820,5426751,687153
2017-05-16,60.53,82.55,2.3257,1.2987,48.66,0.94598,98.105,31895,49.75,1.1083,14.43,19.4796,28.105,9574192,12764906,3524351,589212
2017-05-17,60.27,81.99,2.2243,1.2458,49.07,0.9469,97.575,31895,49.48,1.1159,14.35,19.6,28.27,11151066,14647038,4053482,650107
2017-05-18,60.29,81.75,2.2294,1.2682,49.35,0.94659,97.879,31895,49.91,1.1103,14.12,19.61,28.315,9905799,10776468,3506394,242754
2017-05-19,60.64,81.93,2.2346,1.2703,50.33,0.94241,97.142,31895,50.91,1.1206,14.53,19.62,28.365,13028511,12773472,4442805,146452
2017-05-22,60.59,82.29,2.2537,1.2826,50.73,0.94046,96.984,31895,51.54,1.1237,14.44,19.59,28.315,9218736,10009221,3008876,30006
2017-05-23,61.56,82.58,2.2799,1.3032,51.47,0.94107,97.351,31895,51.34,1.1183,14.56,19.5653,28.28,6857205,10507179,3826682,584139
2017-05-24,61.16,82.29,2.2502,1.2818,51.36,0.94783,97.238,31895,51.96,1.1219,14.53,19.51,28.29,8263795,13020723,4697166,736341
2017-05-25,60.71,81.75,2.2554,1.2937,48.9,0.94781,97.248,31895,51.24,1.121,13.5,19.56,28.26,12370873,26995539,4688286,1147389
2017-05-26,61.0,81.55,2.2465,1.2937,49.8,0.94865,97.442,31895,49.48,1.1183,13.52,19.598,28.305,8227074,11294538,4675380,763920
2017-05-29,61.0,81.55,2.2465,1.2937,49.8,0.94865,97.442,31895,49.67,1.1164,13.52,19.598,28.305,8227074,11294538,4675380,763920
2017-05-30,60.12,81.1,2.2098,1.2837,49.66,0.94971,97.28,31895,49.39,1.1186,13.12,19.6,28.375,8973580,10953983,3381474,663486
2017-05-31,58.93,80.5,2.2028,1.2818,48.32,0.94891,96.922,32290,48.69,1.1244,13.02,19.6186,28.4,13572313,14886131,7475466,779144
2017-06-01,60.51,80.7,2.2114,1.2898,48.36,0.95379,97.198,32290,48.85,1.1213,13.1,19.62,28.36,9884090,11616959,7530877,774478
2017-06-02,60.7,79.5,2.1591,1.2879,47.66,0.95,96.715,32290,47.33,1.1279,12.72,19.6004,28.445,21687305,13849648,6778398,802662
2017-06-05,60.06,80.12,2.1817,1.3019999999999998,47.4,0.94813,96.799,32290,47.37,1.1254,12.78,19.6452,28.39,11527068,10988549,5403983,710199
2017-06-06,61.65,81.21,2.1451,1.294,48.19,0.94276,96.636,32290,46.98,1.1277,12.88,19.66,28.425,12208648,10660289,7535630,825056
2017-06-07,60.13,80.91,2.1729,1.3061,45.72,0.94174,96.748,32290,46.78,1.1257,12.21,19.62,28.34,13096541,24182868,9861656,1182327
2017-06-08,58.61,80.62,2.1885,1.3143,45.64,0.94544,96.918,32290,45.78,1.1214,12.09,19.62,28.33,11720670,15665919,10782760,927695
2017-06-09,61.01,82.13,2.2005,1.3347,45.83,0.94917,97.274,32290,45.49,1.1195,12.54,19.615,28.295,13553887,17448833,6236989,735933
2017-06-12,60.85,82.93,2.2145,1.3551,46.08,0.9506,97.138,32290,45.94,1.1203,12.62,19.57,28.24,18172938,13353362,5823394,666765
2017-06-13,61.0,82.96,2.2109,1.3633,46.46,0.9545,96.975,32290,46.01,1.1211,13.01,19.5394,28.25,12175524,13933733,4041097,783320
2017-06-14,60.12,82.07,2.1256,1.331,44.73,0.95045,96.939,32290,45.16,1.1218,12.64,19.5394,28.28,13713956,14260298,4894201,924408
2017-06-15,59.4,82.26,2.1637,1.3514,44.46,0.95432,97.433,32290,44.38,1.1145,12.37,19.43,28.14,11862610,12857856,3982832,500938
2017-06-16,61.83,83.49,2.1514,1.3151,44.74,1.01893,97.164,32290,44.58,1.1198,12.52,19.5,28.165,39726069,16457424,6438519,191824
2017-06-19,62.03,82.76,2.1879,1.356,44.2,1.14208,97.548,32290,44.46,1.1149,12.49,19.48,28.135,10445743,10139721,6818296,123943
2017-06-20,60.77,82.31,2.1565,1.3439,43.23,1.18669,97.76,32290,43.9,1.1134,12.06,19.4725,28.185,13232586,18851783,4150077,29573
2017-06-21,59.88,81.44,2.1634,1.3481,42.53,1.18823,97.559,32290,43.14,1.1168,11.61,19.4808,28.205,11422346,19904441,4976093,1071747
2017-06-22,60.21,81.08,2.1477,1.3401,42.74,1.18487,97.593,32290,42.58,1.1152,11.59,19.55,28.31,8139916,12304566,3700511,668830
2017-06-23,60.12,81.61,2.1423,1.3404,43.01,1.18803,97.264,32290,43.02,1.1194,11.53,19.55,28.31,10611159,14252811,4844028,690906
2017-06-26,60.01,81.24,2.137,1.3323,43.38,1.1893,97.426,32290,43.14,1.1182,11.53,19.61,28.385,7718724,9819888,3687612,661354
2017-06-27,59.63,81.11,2.2051,1.3692,44.24,1.19551,96.394,32290,44.23,1.1339,11.35,19.4978,28.24,9221642,24909384,2976107,759115
2017-06-28,59.57,81.53,2.2279,1.3533,44.74,1.19524,96.01,32290,44.48,1.1378,11.45,19.507,28.275,9189671,23210374,4533379,753375
2017-06-29,59.8,80.7,2.2666,1.3692,44.93,1.1977799999999998,95.628,32290,45.36,1.1441,11.71,19.4521,28.14,20525077,19772484,3959749,768946
2017-06-30,59.87,80.73,2.3037,1.3817,46.04,1.1982,95.628,32660,45.63,1.1426,11.85,19.43,28.085,14000606,15088431,4707823,677408
2017-07-03,61.26,82.1,2.3499,1.4101,47.07,1.19891,96.218,32660,47.17,1.1364,12.14,19.39,27.96,8422283,8812912,2806548,517621
2017-07-04,61.26,82.1,2.3499,1.4101,47.07,1.19891,96.218,32660,47.57,1.1346,12.14,19.39,27.96,8422283,8812912,2806548,517621
2017-07-05,59.75,80.85,2.3232,1.4022,45.13,1.19801,96.29,32660,47.04,1.1352,11.74,19.393,28.025,9830764,18979809,4070463,1173581
2017-07-06,58.87,80.12,2.3659,1.3944,45.52,1.19753,95.802,32660,46.52,1.1423,11.59,19.4,27.93,9822388,17909368,4341003,969676
2017-07-07,58.68,80.22,2.3856,1.399,44.23,1.20123,96.008,32660,45.11,1.1401,11.47,19.34,27.855,10777832,15445947,3257119,975914
2017-07-10,58.77,80.16,2.373,1.383,44.4,1.2042,96.022,32660,44.77,1.1399,11.52,19.35,27.845,6338262,10970423,2778252,848570
2017-07-11,58.94,80.6,2.3605,1.3751,45.04,1.19825,95.669,32660,44.79,1.1467,11.59,19.38,27.93,9681117,10410178,2757330,1010691
2017-07-12,59.16,80.96,2.3177,1.3429,45.49,1.19626,95.761,32660,46.02,1.1412,11.43,19.43,28.025,7973953,17744826,3355836,963505
2017-07-13,59.5,80.97,2.3444,1.3633,46.08,1.18976,95.728,32660,45.66,1.1398,11.45,19.43,27.995,5582349,18171571,3053760,748971
2017-07-14,59.82,81.28,2.3319,1.3556,46.54,1.18517,95.153,32660,46.4,1.147,11.65,19.43,28.01,7497160,15235661,2575077,742895
2017-07-17,60.04,80.86,2.3141,1.3557,46.02,1.18761,95.128,32660,46.8,1.1478,11.59,19.4308,28.06,7914701,14067463,3966824,560633
2017-07-18,60.24,80.6,2.259,1.3477,46.4,1.18657,94.604,32660,46.45,1.1554,11.68,19.505,28.155,8046119,14961552,3613717,208420
2017-07-19,60.89,80.85,2.2696,1.356,47.12,1.18628,94.779,32660,46.85,1.1515,12.25,19.4906,28.17,9393178,19457909,4062599,140677
2017-07-20,60.52,80.86,2.2589,1.3521,46.79,1.18934,94.306,32660,47.48,1.1631,12.1,19.452,28.11,9680965,18313409,3082246,23242
2017-07-21,60.03,80.12,2.2375,1.3402,45.77,1.19428,93.858,32660,46.99,1.1663,11.85,19.5,28.14,12268605,12368309,3418942,769438
2017-07-24,59.41,79.87,2.2552,1.3567,46.34,1.20894,93.977,32660,46.01,1.1642,11.88,19.48,28.135,9402997,9086090,2750554,707910
2017-07-25,61.01,80.27,2.3354,1.3899,47.89,1.1963700000000002,94.054,32660,47.11,1.1647,12.34,19.43,28.055,11465272,19405743,3941343,885700
2017-07-26,61.59,80.37,2.2872,1.3551,48.75,1.19106,93.672,32660,48.51,1.1734,12.18,19.5,28.12,10465120,14425313,3537841,887864
2017-07-27,62.14,80.83,2.3103,1.3631,49.04,1.196,93.864,32660,48.88,1.1677,12.23,19.4716,28.1,11149690,15910213,4622516,880757
2017-07-28,62.73,79.6,2.2889,1.3472,49.71,1.19615,93.259,32660,49.46,1.1751,12.36,19.4907,28.165,22800785,15975308,3984814,771225
2017-07-31,61.93,80.04,2.2942,1.3491,50.17,1.20064,92.863,32850,49.97,1.1842,12.23,19.494,28.14,12820175,10798345,4102133,781539
2017-08-01,61.53,80.17,2.2532,1.3411,49.16,1.20757,93.043,32850,49.61,1.1802,11.91,19.48,28.14,10421212,13883796,2918207,1008583
2017-08-02,61.37,80.6,2.271,1.359,49.59,1.1972,92.836,32850,49.75,1.1856,12.04,19.5,28.13,10410075,23072698,5934599,847722
2017-08-03,61.55,80.49,2.2212,1.339,49.03,1.19699,92.839,32850,50.26,1.187,12.51,19.51,28.215,10136708,32550204,5768938,837763
2017-08-04,62.09,80.21,2.262,1.3509,49.58,1.19239,93.542,32850,49.96,1.1773,12.9,19.5,28.165,8292204,21773594,3313589,745664
2017-08-07,61.83,80.16,2.253,1.3509,49.39,1.19295,93.432,32850,50.06,1.1795,12.35,19.5,28.185,7893753,19967845,3204400,831374
2017-08-08,61.35,79.96,2.2619,1.3508,49.17,1.19449,93.647,32850,50.5,1.1752,12.37,19.52,28.22,9028396,13121097,3231082,924240
